id,bank,chapter,source_ref,type,difficulty,topic,question,options,correct_option,correct_answer,explanation,source_quote,fact_id,variant_group,validation_status,correction
DAN8-0012,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:12",fill_blank,expert,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:12, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, complete la formulación del PDF: «A causa de la prevaricación le fue entregado el ejército junto con el _____»","[""sacrificio continuo"", ""cuerno notable"", ""cuerno pequeño"", ""dominio eterno""]",0,sacrificio continuo,El PDF emplea la expresión «sacrificio continuo» en este contexto: «el ejército junto con el sacrificio continuo».,el ejército junto con el sacrificio continuo,DAN8-V12-F01,DAN8-V12-F01-VARIANTS,verified,
DAN8-0013,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:13",multiple_choice,expert,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:13, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «cuándo durará la visión del [DETALLE], la prevaricación asoladora y la entrega del»","[""cuándo durará la visión del sacrificio continuo, la prevaricación asoladora y la entrega del"", ""cuándo durará la visión del cuerno notable, la prevaricación asoladora y la entrega del"", ""cuándo durará la visión del cuerno pequeño, la prevaricación asoladora y la entrega del"", ""cuándo durará la visión del dominio eterno, la prevaricación asoladora y la entrega del""]",0,"cuándo durará la visión del sacrificio continuo, la prevaricación asoladora y la entrega del","La opción correcta conserva el detalle «sacrificio continuo» tal como aparece en la fuente: «cuándo durará la visión del sacrificio continuo, la prevaricación asoladora y la entrega del».","cuándo durará la visión del sacrificio continuo, la prevaricación asoladora y la entrega del",DAN8-V13-F04,DAN8-V13-F04-VARIANTS,verified,
DAN8-0014,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:14",fill_blank,easy,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:14, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, complete la formulación del PDF: «Y él dijo: “Hasta dos mil _____ tardes y mañanas»","[""angustiosos"", ""trescientas"", ""desolaciones"", ""diferentes""]",1,trescientas,El PDF emplea la expresión «trescientas» en este contexto: «él dijo: “Hasta dos mil trescientas tardes y mañanas».,él dijo: “Hasta dos mil trescientas tardes y mañanas,DAN8-V14-F01,DAN8-V14-F01-VARIANTS,verified,
DAN8-0015,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:15",multiple_choice,hard,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:15, en el pasaje sobre Gabriel y tiempo del fin, ¿Qué opción restituye con precisión la relación descrita? Marco: «Aconteció que mientras yo, Daniel, [DETALLE] la visión y procuraba comprenderla, se puso»","[""Aconteció que mientras yo, Daniel, contemplaba la visión y procuraba comprenderla, se puso"", ""Aconteció que mientras yo, Daniel, consideraba la visión y procuraba comprenderla, se puso"", ""Aconteció que mientras yo, Daniel, desmenuzaba la visión y procuraba comprenderla, se puso"", ""Aconteció que mientras yo, Daniel, engrandecía la visión y procuraba comprenderla, se puso""]",1,"Aconteció que mientras yo, Daniel, consideraba la visión y procuraba comprenderla, se puso","La opción correcta conserva el detalle «consideraba» tal como aparece en la fuente: «Aconteció que mientras yo, Daniel, consideraba la visión y procuraba comprenderla, se puso».","Aconteció que mientras yo, Daniel, consideraba la visión y procuraba comprenderla, se puso",DAN8-V15-F01,DAN8-V15-F01-VARIANTS,verified,
DAN8-0016,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:16",fill_blank,medium,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:16, en el pasaje sobre Gabriel y tiempo del fin, complete la formulación del PDF: «Y oí una voz de _____ entre las riberas del Ulai, que gritó y dijo: “Gabriel, enseña a éste la visión.”»","[""cabrío"", ""cierra"", ""hombre"", ""creció""]",2,hombre,"El PDF emplea la expresión «hombre» en este contexto: «Y oí una voz de hombre entre las riberas del Ulai, que gritó».","Y oí una voz de hombre entre las riberas del Ulai, que gritó",DAN8-V16-F01,DAN8-V16-F01-VARIANTS,verified,
DAN8-0017,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:17",multiple_choice,expert,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:17, en el pasaje sobre Gabriel y tiempo del fin, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «Pero él me dijo: “Entiende, [DETALLE], que la visión es para el tiempo»","[""Pero él me dijo: “Entiende, tiempo del fin, que la visión es para el tiempo"", ""Pero él me dijo: “Entiende, Anciano de días, que la visión es para el tiempo"", ""Pero él me dijo: “Entiende, hijo de hombre, que la visión es para el tiempo"", ""Pero él me dijo: “Entiende, rey del norte, que la visión es para el tiempo""]",2,"Pero él me dijo: “Entiende, hijo de hombre, que la visión es para el tiempo","La opción correcta conserva el detalle «hijo de hombre» tal como aparece en la fuente: «Pero él me dijo: “Entiende, hijo de hombre, que la visión es para el tiempo».","Pero él me dijo: “Entiende, hijo de hombre, que la visión es para el tiempo",DAN8-V17-F08,DAN8-V17-F08-VARIANTS,verified,
DAN8-0018,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:18",fill_blank,medium,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:18, en el pasaje sobre Gabriel y tiempo del fin, complete la formulación del PDF: «Mientras él _____ conmigo, caí dormido en tierra sobre mi rostro.»","[""bestias"", ""estaban"", ""bestia"", ""hablaba""]",3,hablaba,"El PDF emplea la expresión «hablaba» en este contexto: «Mientras él hablaba conmigo, caí dormido en tierra sobre mi».","Mientras él hablaba conmigo, caí dormido en tierra sobre mi",DAN8-V18-F01,DAN8-V18-F01-VARIANTS,verified,
DAN8-0019,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:19",multiple_choice,expert,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:19, en el pasaje sobre Gabriel y tiempo del fin, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «porque eso es para el [DETALLE]»","[""porque eso es para el hijo de hombre"", ""porque eso es para el Anciano de días"", ""porque eso es para el rey del norte"", ""porque eso es para el tiempo del fin""]",3,porque eso es para el tiempo del fin,La opción correcta conserva el detalle «tiempo del fin» tal como aparece en la fuente: «porque eso es para el tiempo del fin».,porque eso es para el tiempo del fin,DAN8-V19-F03,DAN8-V19-F03-VARIANTS,verified,
DAN8-0020,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:20",true_false,expert,"Media, Persia, Grecia y cuatro reinos","Según PDF p.18, Daniel 8:20, en el pasaje sobre Media, Persia, Grecia y cuatro reinos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «En cuanto al carnero que viste, que tenía ⟦diez cuernos⟧: éstos son los reyes de Media y de Persia.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «dos cuernos». La corrección exacta es: «En cuanto al carnero que viste, que tenía dos cuernos: éstos son los reyes de Media y de Persia.»","carnero que viste, que tenía dos cuernos: éstos son los reyes de Media y",DAN8-V20-F01,DAN8-V20-F01-VARIANTS,verified,"En cuanto al carnero que viste, que tenía dos cuernos: éstos son los reyes de Media y de Persia."
DAN8-0021,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:21",fill_blank,expert,"Media, Persia, Grecia y cuatro reinos","Según PDF p.19, Daniel 8:21, en el pasaje sobre Media, Persia, Grecia y cuatro reinos, complete la formulación del PDF: «El macho cabrío es el rey de Grecia, y el _____ que tenía entre sus ojos es el rey primero.»","[""cuerno grande"", ""cuerno notable"", ""cuerno pequeño"", ""dominio eterno""]",0,cuerno grande,"El PDF emplea la expresión «cuerno grande» en este contexto: «rey de Grecia, y el cuerno grande que tenía entre sus ojos es el».","rey de Grecia, y el cuerno grande que tenía entre sus ojos es el",DAN8-V21-F01,DAN8-V21-F01-VARIANTS,verified,
DAN8-0022,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:22",multiple_choice,expert,"Media, Persia, Grecia y cuatro reinos","Según PDF p.19, Daniel 8:22, en el pasaje sobre Media, Persia, Grecia y cuatro reinos, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «en su lugar, significa que [DETALLE] se levantarán de esa nación, aunque no»","[""en su lugar, significa que cuatro reinos se levantarán de esa nación, aunque no"", ""en su lugar, significa que cuatro cabezas se levantarán de esa nación, aunque no"", ""en su lugar, significa que diez cuernos se levantarán de esa nación, aunque no"", ""en su lugar, significa que setenta años se levantarán de esa nación, aunque no""]",0,"en su lugar, significa que cuatro reinos se levantarán de esa nación, aunque no","La opción correcta conserva el detalle «cuatro reinos» tal como aparece en la fuente: «en su lugar, significa que cuatro reinos se levantarán de esa nación, aunque no».","en su lugar, significa que cuatro reinos se levantarán de esa nación, aunque no",DAN8-V22-F01,DAN8-V22-F01-VARIANTS,verified,
DAN8-0023,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:23",true_false,medium,"rey altivo, engaño y Príncipe de los príncipes","Según PDF p.19, Daniel 8:23, en el pasaje sobre rey altivo, engaño y Príncipe de los príncipes, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «”Al fin del reinado de estos, cuando los ⟦transgresores⟧ lleguen al colmo, se levantará un rey altivo de rostro y entendido en enigmas.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «reinado de estos, cuando los transgresores lleguen al colmo, se levantará un rey».","reinado de estos, cuando los transgresores lleguen al colmo, se levantará un rey",DAN8-V23-F01,DAN8-V23-F01-VARIANTS,verified,
DAN8-0024,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:24",fill_blank,medium,"rey altivo, engaño y Príncipe de los príncipes","Según PDF p.19, Daniel 8:24, en el pasaje sobre rey altivo, engaño y Príncipe de los príncipes, complete la formulación del PDF: «Su poder se _____, mas no con fuerza propia»","[""contristará"", ""fortalecerá"", ""despedazará"", ""permanecerá""]",1,fortalecerá,"El PDF emplea la expresión «fortalecerá» en este contexto: «Su poder se fortalecerá, mas no con fuerza propia».","Su poder se fortalecerá, mas no con fuerza propia",DAN8-V24-F01,DAN8-V24-F01-VARIANTS,verified,
DAN8-0025,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:25",multiple_choice,expert,"rey altivo, engaño y Príncipe de los príncipes","Según PDF p.19, Daniel 8:25, en el pasaje sobre rey altivo, engaño y Príncipe de los príncipes, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «Se levantará contra el [DETALLE], pero será quebrantado, aunque no por mano»","[""Se levantará contra el dios de las fortalezas, pero será quebrantado, aunque no por mano"", ""Se levantará contra el Príncipe de los príncipes, pero será quebrantado, aunque no por mano"", ""Se levantará contra el sacrificio de la tarde, pero será quebrantado, aunque no por mano"", ""Se levantará contra el blanco como la nieve, pero será quebrantado, aunque no por mano""]",1,"Se levantará contra el Príncipe de los príncipes, pero será quebrantado, aunque no por mano","La opción correcta conserva el detalle «Príncipe de los príncipes» tal como aparece en la fuente: «Se levantará contra el Príncipe de los príncipes, pero será quebrantado, aunque no por mano».","Se levantará contra el Príncipe de los príncipes, pero será quebrantado, aunque no por mano",DAN8-V25-F09,DAN8-V25-F09-VARIANTS,verified,
DAN8-0026,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:26",true_false,medium,"rey altivo, engaño y Príncipe de los príncipes","Según PDF p.19, Daniel 8:26, en el pasaje sobre rey altivo, engaño y Príncipe de los príncipes, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «La visión de las tardes y mañanas que se ha referido es ⟦verdadera⟧»","[""Verdadero"", ""Falso""]",0,Verdadero,La afirmación coincide con el PDF: «que se ha referido es verdadera».,que se ha referido es verdadera,DAN8-V26-F01,DAN8-V26-F01-VARIANTS,verified,
DAN8-0027,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:27",fill_blank,medium,estado final de Daniel,"Según PDF p.19, Daniel 8:27, en el pasaje sobre estado final de Daniel, complete la formulación del PDF: «Yo, Daniel, quedé _____, y estuve enfermo algunos días.»","[""despertados"", ""determinado"", ""quebrantado"", ""fortalecido""]",2,quebrantado,"El PDF emplea la expresión «quebrantado» en este contexto: «Yo, Daniel, quedé quebrantado, y estuve enfermo algunos días».","Yo, Daniel, quedé quebrantado, y estuve enfermo algunos días",DAN8-V27-F01,DAN8-V27-F01-VARIANTS,verified,
DAN8-0028,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:1",multiple_choice,medium,"año, Susa, Ulai y carnero","Según PDF p.18, Daniel 8:1, en el pasaje sobre año, Susa, Ulai y carnero, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «En el año tercero del [DETALLE] del rey Belsasar, yo, Daniel, tuve una»","[""En el año tercero del carnero del rey Belsasar, yo, Daniel, tuve una"", ""En el año tercero del corazón del rey Belsasar, yo, Daniel, tuve una"", ""En el año tercero del reinado del rey Belsasar, yo, Daniel, tuve una"", ""En el año tercero del dominio del rey Belsasar, yo, Daniel, tuve una""]",2,"En el año tercero del reinado del rey Belsasar, yo, Daniel, tuve una","La opción correcta conserva el detalle «reinado» tal como aparece en la fuente: «En el año tercero del reinado del rey Belsasar, yo, Daniel, tuve una».","En el año tercero del reinado del rey Belsasar, yo, Daniel, tuve una",DAN8-V1-F02,DAN8-V1-F02-VARIANTS,verified,
DAN8-0029,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:2",true_false,medium,"año, Susa, Ulai y carnero","Según PDF p.18, Daniel 8:2, en el pasaje sobre año, Susa, Ulai y carnero, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Miraba yo la ⟦visión⟧, y en ella yo estaba en Susa, que es la capital del reino, en la provincia de Elam.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «Miraba yo la visión, y en ella yo estaba en Susa».","Miraba yo la visión, y en ella yo estaba en Susa",DAN8-V2-F02,DAN8-V2-F02-VARIANTS,verified,
DAN8-0030,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:3",fill_blank,medium,"año, Susa, Ulai y carnero","Según PDF p.18, Daniel 8:3, en el pasaje sobre año, Susa, Ulai y carnero, complete la formulación del PDF: «Alcé los ojos y miré, y _____ un carnero que estaba delante del río, y tenía dos cuernos»","[""decía"", ""hacía"", ""salía"", ""había""]",3,había,"El PDF emplea la expresión «había» en este contexto: «los ojos y miré, y había un carnero que estaba delante del río».","los ojos y miré, y había un carnero que estaba delante del río",DAN8-V3-F02,DAN8-V3-F02-VARIANTS,verified,
DAN8-0031,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:4",multiple_choice,hard,"año, Susa, Ulai y carnero","Según PDF p.18, Daniel 8:4, en el pasaje sobre año, Susa, Ulai y carnero, ¿Qué opción restituye con precisión la relación descrita? Marco: «Vi que el [DETALLE] hería con los cuernos al poniente, al»","[""Vi que el corazón hería con los cuernos al poniente, al"", ""Vi que el dominio hería con los cuernos al poniente, al"", ""Vi que el hacerse hería con los cuernos al poniente, al"", ""Vi que el carnero hería con los cuernos al poniente, al""]",3,"Vi que el carnero hería con los cuernos al poniente, al","La opción correcta conserva el detalle «carnero» tal como aparece en la fuente: «Vi que el carnero hería con los cuernos al poniente, al».","Vi que el carnero hería con los cuernos al poniente, al",DAN8-V4-F01,DAN8-V4-F01-VARIANTS,verified,
DAN8-0032,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:5",true_false,hard,"macho cabrío, combate y gran cuerno","Según PDF p.18, Daniel 8:5, en el pasaje sobre macho cabrío, combate y gran cuerno, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Mientras yo ⟦consideraba⟧ esto, un macho cabrío venía del lado del poniente sobre la faz de toda la tierra, sin tocar tierra»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «Mientras yo consideraba esto, un macho cabrío venía del lado».","Mientras yo consideraba esto, un macho cabrío venía del lado",DAN8-V5-F01,DAN8-V5-F01-VARIANTS,verified,
DAN8-0033,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:6",fill_blank,medium,"macho cabrío, combate y gran cuerno","Según PDF p.18, Daniel 8:6, en el pasaje sobre macho cabrío, combate y gran cuerno, complete la formulación del PDF: «Vino hasta el _____ de dos cuernos que yo había visto en la ribera del río, y corrió contra él con la furia de su fuerza.»","[""carnero"", ""corazón"", ""dominio"", ""hacerse""]",0,carnero,El PDF emplea la expresión «carnero» en este contexto: «Vino hasta el carnero de dos cuernos que yo había visto».,Vino hasta el carnero de dos cuernos que yo había visto,DAN8-V6-F02,DAN8-V6-F02-VARIANTS,verified,
DAN8-0034,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:7",multiple_choice,medium,"macho cabrío, combate y gran cuerno","Según PDF p.18, Daniel 8:7, en el pasaje sobre macho cabrío, combate y gran cuerno, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «Lo vi [DETALLE] junto al carnero»","[""Lo vi llegar junto al carnero"", ""Lo vi hablar junto al carnero"", ""Lo vi manjar junto al carnero"", ""Lo vi volver junto al carnero""]",0,Lo vi llegar junto al carnero,La opción correcta conserva el detalle «llegar» tal como aparece en la fuente: «Lo vi llegar junto al carnero».,Lo vi llegar junto al carnero,DAN8-V7-F01,DAN8-V7-F01-VARIANTS,verified,
DAN8-0035,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:8",true_false,medium,"macho cabrío, combate y gran cuerno","Según PDF p.18, Daniel 8:8, en el pasaje sobre macho cabrío, combate y gran cuerno, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «pero cuando estaba en su mayor fuerza, aquel gran cuerno fue quebrado, y en su lugar salieron otros ⟦sesenta⟧ cuernos notables hacia los cuatro vientos del cielo.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «cuatro». La corrección exacta es: «pero cuando estaba en su mayor fuerza, aquel gran cuerno fue quebrado, y en su lugar salieron otros cuatro cuernos notables hacia los cuatro vientos del cielo.»",en su lugar salieron otros cuatro cuernos notables hacia los cuatro vientos del,DAN8-V8-F06,DAN8-V8-F06-VARIANTS,verified,"pero cuando estaba en su mayor fuerza, aquel gran cuerno fue quebrado, y en su lugar salieron otros cuatro cuernos notables hacia los cuatro vientos del cielo."
DAN8-0036,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:9",fill_blank,expert,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:9, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, complete la formulación del PDF: «De uno de ellos salió un cuerno pequeño, que creció mucho hacia el sur y el oriente, y hacia la _____.»","[""ciudad fuerte"", ""tierra gloriosa"", ""lana limpia"", ""abominación desoladora""]",1,tierra gloriosa,"El PDF emplea la expresión «tierra gloriosa» en este contexto: «el oriente, y hacia la tierra gloriosa».","el oriente, y hacia la tierra gloriosa",DAN8-V9-F02,DAN8-V9-F02-VARIANTS,verified,
DAN8-0037,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:10",multiple_choice,medium,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:10, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «Creció hasta [DETALLE] al ejército del cielo»","[""Creció hasta hablar al ejército del cielo"", ""Creció hasta llegar al ejército del cielo"", ""Creció hasta manjar al ejército del cielo"", ""Creció hasta volver al ejército del cielo""]",1,Creció hasta llegar al ejército del cielo,La opción correcta conserva el detalle «llegar» tal como aparece en la fuente: «Creció hasta llegar al ejército del cielo».,Creció hasta llegar al ejército del cielo,DAN8-V10-F01,DAN8-V10-F01-VARIANTS,verified,
DAN8-0038,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:11",true_false,medium,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:11, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Aun se ⟦engrandeció⟧ frente al príncipe de los ejércitos»","[""Verdadero"", ""Falso""]",0,Verdadero,La afirmación coincide con el PDF: «Aun se engrandeció frente al príncipe de los ejércitos».,Aun se engrandeció frente al príncipe de los ejércitos,DAN8-V11-F01,DAN8-V11-F01-VARIANTS,verified,
DAN8-0039,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:12",fill_blank,medium,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:12, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, complete la formulación del PDF: «A causa de la _____ le fue entregado el ejército junto con el sacrificio continuo»","[""interpretación"", ""misericordia"", ""prevaricación"", ""consumación""]",2,prevaricación,El PDF emplea la expresión «prevaricación» en este contexto: «A causa de la prevaricación le fue entregado el ejército junto con».,A causa de la prevaricación le fue entregado el ejército junto con,DAN8-V12-F02,DAN8-V12-F02-VARIANTS,verified,
DAN8-0040,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:13",multiple_choice,hard,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:13, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, ¿Qué opción restituye con precisión la relación descrita? Marco: «visión del sacrificio continuo, la [DETALLE] asoladora y la entrega del santuario y»","[""visión del sacrificio continuo, la interpretación asoladora y la entrega del santuario y"", ""visión del sacrificio continuo, la misericordia asoladora y la entrega del santuario y"", ""visión del sacrificio continuo, la prevaricación asoladora y la entrega del santuario y"", ""visión del sacrificio continuo, la consumación asoladora y la entrega del santuario y""]",2,"visión del sacrificio continuo, la prevaricación asoladora y la entrega del santuario y","La opción correcta conserva el detalle «prevaricación» tal como aparece en la fuente: «visión del sacrificio continuo, la prevaricación asoladora y la entrega del santuario y».","visión del sacrificio continuo, la prevaricación asoladora y la entrega del santuario y",DAN8-V13-F05,DAN8-V13-F05-VARIANTS,verified,
DAN8-0041,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:14",true_false,medium,"cuerno pequeño, santuario y 2,300 tardes y mañanas","Según PDF p.18, Daniel 8:14, en el pasaje sobre cuerno pequeño, santuario y 2,300 tardes y mañanas, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «luego el ⟦conflicto⟧ será purificado.”»","[""Verdadero"", ""Falso""]",1,Falso,La afirmación cambia «santuario». La corrección exacta es: «luego el santuario será purificado.”»,luego el santuario será purificado,DAN8-V14-F04,DAN8-V14-F04-VARIANTS,verified,luego el santuario será purificado.”
DAN8-0042,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:15",fill_blank,hard,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:15, en el pasaje sobre Gabriel y tiempo del fin, complete la formulación del PDF: «Aconteció que mientras yo, Daniel, consideraba la visión y _____ comprenderla, se puso delante de mí uno con apariencia de hombre.»","[""combatían"", ""derramaba"", ""justicias"", ""procuraba""]",3,procuraba,"El PDF emplea la expresión «procuraba» en este contexto: «Daniel, consideraba la visión y procuraba comprenderla, se puso delante de mí uno».","Daniel, consideraba la visión y procuraba comprenderla, se puso delante de mí uno",DAN8-V15-F02,DAN8-V15-F02-VARIANTS,verified,
DAN8-0043,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:16",multiple_choice,medium,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:16, en el pasaje sobre Gabriel y tiempo del fin, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «voz de hombre entre las [DETALLE] del Ulai, que gritó y dijo: “Gabriel»","[""voz de hombre entre las tiendas del Ulai, que gritó y dijo: “Gabriel"", ""voz de hombre entre las tierras del Ulai, que gritó y dijo: “Gabriel"", ""voz de hombre entre las costas del Ulai, que gritó y dijo: “Gabriel"", ""voz de hombre entre las riberas del Ulai, que gritó y dijo: “Gabriel""]",3,"voz de hombre entre las riberas del Ulai, que gritó y dijo: “Gabriel","La opción correcta conserva el detalle «riberas» tal como aparece en la fuente: «voz de hombre entre las riberas del Ulai, que gritó y dijo: “Gabriel».","voz de hombre entre las riberas del Ulai, que gritó y dijo: “Gabriel",DAN8-V16-F02,DAN8-V16-F02-VARIANTS,verified,
DAN8-0044,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:17",true_false,expert,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:17, en el pasaje sobre Gabriel y tiempo del fin, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Pero él me dijo: “Entiende, hijo de hombre, que la visión es para el ⟦tiempo del fin⟧.”»","[""Verdadero"", ""Falso""]",0,Verdadero,La afirmación coincide con el PDF: «la visión es para el tiempo del fin».,la visión es para el tiempo del fin,DAN8-V17-F09,DAN8-V17-F09-VARIANTS,verified,
DAN8-0045,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:18",fill_blank,easy,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:18, en el pasaje sobre Gabriel y tiempo del fin, complete la formulación del PDF: «Mientras él hablaba _____, caí dormido en tierra sobre mi rostro.»","[""conmigo"", ""delante"", ""dominio"", ""duermen""]",0,conmigo,"El PDF emplea la expresión «conmigo» en este contexto: «Mientras él hablaba conmigo, caí dormido en tierra sobre mi rostro».","Mientras él hablaba conmigo, caí dormido en tierra sobre mi rostro",DAN8-V18-F02,DAN8-V18-F02-VARIANTS,verified,
DAN8-0046,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:19",multiple_choice,hard,Gabriel y tiempo del fin,"Según PDF p.18, Daniel 8:19, en el pasaje sobre Gabriel y tiempo del fin, ¿Qué opción restituye con precisión la relación descrita? Marco: «Y dijo: “Yo te [DETALLE] lo que ha de venir al fin»","[""Y dijo: “Yo te enseñaré lo que ha de venir al fin"", ""Y dijo: “Yo te cumplirá lo que ha de venir al fin"", ""Y dijo: “Yo te dominará lo que ha de venir al fin"", ""Y dijo: “Yo te engañará lo que ha de venir al fin""]",0,Y dijo: “Yo te enseñaré lo que ha de venir al fin,La opción correcta conserva el detalle «enseñaré» tal como aparece en la fuente: «Y dijo: “Yo te enseñaré lo que ha de venir al fin».,Y dijo: “Yo te enseñaré lo que ha de venir al fin,DAN8-V19-F01,DAN8-V19-F01-VARIANTS,verified,
DAN8-0047,DANIEL7-12,DAN8,"PDF p.18, Daniel 8:20",true_false,medium,"Media, Persia, Grecia y cuatro reinos","Según PDF p.18, Daniel 8:20, en el pasaje sobre Media, Persia, Grecia y cuatro reinos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «En cuanto al ⟦carnero⟧ que viste, que tenía dos cuernos: éstos son los reyes de Media y de Persia.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «En cuanto al carnero que viste, que tenía dos cuernos: éstos».","En cuanto al carnero que viste, que tenía dos cuernos: éstos",DAN8-V20-F02,DAN8-V20-F02-VARIANTS,verified,
DAN8-0048,DANIEL7-12,DAN8,"PDF p.19, Daniel 8:21",fill_blank,medium,"Media, Persia, Grecia y cuatro reinos","Según PDF p.19, Daniel 8:21, en el pasaje sobre Media, Persia, Grecia y cuatro reinos, complete la formulación del PDF: «El macho _____ es el rey de Grecia, y el cuerno grande que tenía entre sus ojos es el rey primero.»","[""cierra"", ""cabrío"", ""creció"", ""cuanto""]",1,cabrío,"El PDF emplea la expresión «cabrío» en este contexto: «El macho cabrío es el rey de Grecia, y el».","El macho cabrío es el rey de Grecia, y el",DAN8-V21-F02,DAN8-V21-F02-VARIANTS,verified,
