id,bank,chapter,source_ref,type,difficulty,topic,question,options,correct_option,correct_answer,explanation,source_quote,fact_id,variant_group,validation_status,correction
PR40-0022,PR39-44,PR40,"PDF p.34, PR40, párrafo 1",fill_blank,hard,"Daniel, Arioc, oración y visión nocturna","Según PDF p.34, PR40, párrafo 1, en el pasaje sobre Daniel, Arioc, oración y visión nocturna, complete la formulación del PDF: «Conscientes de que Dios los había puesto donde estaban, y de que estaban haciendo su obra y cumpliendo las _____ de su deber, manifestaron una fe poderosa.»","[""realidades"", ""exigencias"", ""relaciones"", ""impresiones""]",1,exigencias,"El PDF emplea la expresión «exigencias» en este contexto: «su obra y cumpliendo las exigencias de su deber, manifestaron una fe poderosa».","su obra y cumpliendo las exigencias de su deber, manifestaron una fe poderosa",PR40-P034-F17,PR40-P034-F17-VARIANTS,verified,
PR40-0023,PR39-44,PR40,"PDF p.35, PR40, párrafo 2",multiple_choice,medium,"imagen, metales, piedra y reinos","Según PDF p.35, PR40, párrafo 2, en el pasaje sobre imagen, metales, piedra y reinos, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «Este es el sueño,” declaró [DETALLE] Daniel»","[""Este es el sueño,” declaró completamente Daniel"", ""Este es el sueño,” declaró correctamente Daniel"", ""Este es el sueño,” declaró confiadamente Daniel"", ""Este es el sueño,” declaró especialmente Daniel""]",2,"Este es el sueño,” declaró confiadamente Daniel","La opción correcta conserva el detalle «confiadamente» tal como aparece en la fuente: «Este es el sueño,” declaró confiadamente Daniel».","Este es el sueño,” declaró confiadamente Daniel",PR40-P035-F33,PR40-P035-F33-VARIANTS,verified,
PR40-0024,PR39-44,PR40,"PDF p.36, PR40, párrafo 1",true_false,hard,"honores, naciones y agentes divinos","Según PDF p.36, PR40, párrafo 1, en el pasaje sobre honores, naciones y agentes divinos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «y en cierta medida los acontecimientos se dirían ⟦determinados⟧ por el poder, la ambición y los caprichos de ellos.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «medida los acontecimientos se dirían determinados por el poder, la ambición y los».","medida los acontecimientos se dirían determinados por el poder, la ambición y los",PR40-P036-F14,PR40-P036-F14-VARIANTS,verified,
PR40-0025,PR39-44,PR40,"PDF p.37, PR40, párrafo 1",fill_blank,hard,filosofía de la historia y propósito de Dios,"Según PDF p.37, PR40, párrafo 1, en el pasaje sobre filosofía de la historia y propósito de Dios, complete la formulación del PDF: «Babilonia, al fin quebrantada, desapareció porque, en tiempos de _____, sus gobernantes se habían considerado independientes de Dios y habían atribuído la gloria de su reino a las hazañas humanas.»","[""convocación"", ""destrucción"", ""prosperidad"", ""disposición""]",2,prosperidad,"El PDF emplea la expresión «prosperidad» en este contexto: «desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado independientes de».","desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado independientes de",PR40-P037-F13,PR40-P037-F13-VARIANTS,verified,
PR40-0026,PR39-44,PR40,"PDF p.33, PR40, párrafo 1",multiple_choice,medium,"sueño olvidado, sabios, amenaza y recompensa","Según PDF p.33, PR40, párrafo 1, en el pasaje sobre sueño olvidado, sabios, amenaza y recompensa, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «tuvo un sueño notable, “y [DETALLE] su espíritu, y su sueño se huyó»","[""tuvo un sueño notable, “y babilónico su espíritu, y su sueño se huyó"", ""tuvo un sueño notable, “y destruidor su espíritu, y su sueño se huyó"", ""tuvo un sueño notable, “y espiritual su espíritu, y su sueño se huyó"", ""tuvo un sueño notable, “y perturbóse su espíritu, y su sueño se huyó""]",3,"tuvo un sueño notable, “y perturbóse su espíritu, y su sueño se huyó","La opción correcta conserva el detalle «perturbóse» tal como aparece en la fuente: «tuvo un sueño notable, “y perturbóse su espíritu, y su sueño se huyó».","tuvo un sueño notable, “y perturbóse su espíritu, y su sueño se huyó",PR40-P033-F13,PR40-P033-F13-VARIANTS,verified,
PR40-0027,PR39-44,PR40,"PDF p.34, PR40, párrafo 1",true_false,hard,"Daniel, Arioc, oración y visión nocturna","Según PDF p.34, PR40, párrafo 1, en el pasaje sobre Daniel, Arioc, oración y visión nocturna, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Conscientes de que Dios los había puesto donde estaban, y de que estaban haciendo su obra y cumpliendo las exigencias de su deber, ⟦manifestaron⟧ una fe poderosa.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «las exigencias de su deber, manifestaron una fe poderosa».","las exigencias de su deber, manifestaron una fe poderosa",PR40-P034-F18,PR40-P034-F18-VARIANTS,verified,
PR40-0028,PR39-44,PR40,"PDF p.35, PR40, párrafo 2",fill_blank,hard,"imagen, metales, piedra y reinos","Según PDF p.35, PR40, párrafo 2, en el pasaje sobre imagen, metales, piedra y reinos, complete la formulación del PDF: «y el rey, _____ todo detalle con la más concentrada atención, reconoció que se trataba del mismo sueño que tanto le había perturbado.»","[""cumpliendo"", ""hundiendo"", ""produciendo"", ""escuchando""]",3,escuchando,"El PDF emplea la expresión «escuchando» en este contexto: «y el rey, escuchando todo detalle con la más concentrada atención».","y el rey, escuchando todo detalle con la más concentrada atención",PR40-P035-F36,PR40-P035-F36-VARIANTS,verified,
PR40-0029,PR39-44,PR40,"PDF p.36, PR40, párrafo 1",multiple_choice,medium,"honores, naciones y agentes divinos","Según PDF p.36, PR40, párrafo 1, en el pasaje sobre honores, naciones y agentes divinos, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «poder, la ambición y los [DETALLE] de ellos»","[""poder, la ambición y los caprichos de ellos"", ""poder, la ambición y los capitanes de ellos"", ""poder, la ambición y los corazones de ellos"", ""poder, la ambición y los designios de ellos""]",0,"poder, la ambición y los caprichos de ellos","La opción correcta conserva el detalle «caprichos» tal como aparece en la fuente: «poder, la ambición y los caprichos de ellos».","poder, la ambición y los caprichos de ellos",PR40-P036-F15,PR40-P036-F15-VARIANTS,verified,
PR40-0030,PR39-44,PR40,"PDF p.37, PR40, párrafo 1",true_false,hard,filosofía de la historia y propósito de Dios,"Según PDF p.37, PR40, párrafo 1, en el pasaje sobre filosofía de la historia y propósito de Dios, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Babilonia, al fin quebrantada, desapareció porque, en tiempos de prosperidad, sus ⟦divinidades⟧ se habían considerado independientes de Dios y habían atribuído la gloria de su reino a las hazañas humanas.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «gobernantes». La corrección exacta es: «Babilonia, al fin quebrantada, desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la gloria de su reino a las hazañas humanas.»","en tiempos de prosperidad, sus gobernantes se habían considerado independientes de Dios y",PR40-P037-F14,PR40-P037-F14-VARIANTS,verified,"Babilonia, al fin quebrantada, desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la gloria de su reino a las hazañas humanas."
PR40-0031,PR39-44,PR40,"PDF p.33, PR40, párrafo 1",fill_blank,medium,"sueño olvidado, sabios, amenaza y recompensa","Según PDF p.33, PR40, párrafo 1, en el pasaje sobre sueño olvidado, sabios, amenaza y recompensa, complete la formulación del PDF: «Pero aunque el ánimo del rey sufrió una _____ profunda, cuando despertó le resultó imposible recordar los detalles.»","[""impresión"", ""adoración"", ""adorareis"", ""autoridad""]",0,impresión,"El PDF emplea la expresión «impresión» en este contexto: «ánimo del rey sufrió una impresión profunda, cuando despertó le resultó imposible recordar».","ánimo del rey sufrió una impresión profunda, cuando despertó le resultó imposible recordar",PR40-P033-F18,PR40-P033-F18-VARIANTS,verified,
PR40-0032,PR39-44,PR40,"PDF p.34, PR40, párrafo 1",multiple_choice,medium,"Daniel, Arioc, oración y visión nocturna","Según PDF p.34, PR40, párrafo 1, en el pasaje sobre Daniel, Arioc, oración y visión nocturna, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «En momentos de [DETALLE] y peligro, siempre se habían dirigido al»","[""En momentos de convocación y peligro, siempre se habían dirigido al"", ""En momentos de perplejidad y peligro, siempre se habían dirigido al"", ""En momentos de destrucción y peligro, siempre se habían dirigido al"", ""En momentos de disposición y peligro, siempre se habían dirigido al""]",1,"En momentos de perplejidad y peligro, siempre se habían dirigido al","La opción correcta conserva el detalle «perplejidad» tal como aparece en la fuente: «En momentos de perplejidad y peligro, siempre se habían dirigido al».","En momentos de perplejidad y peligro, siempre se habían dirigido al",PR40-P034-F26,PR40-P034-F26-VARIANTS,verified,
PR40-0033,PR39-44,PR40,"PDF p.35, PR40, párrafo 2",true_false,hard,"imagen, metales, piedra y reinos","Según PDF p.35, PR40, párrafo 2, en el pasaje sobre imagen, metales, piedra y reinos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «y el rey, escuchando todo detalle con la más ⟦considerado⟧ atención, reconoció que se trataba del mismo sueño que tanto le había perturbado.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «concentrada». La corrección exacta es: «y el rey, escuchando todo detalle con la más concentrada atención, reconoció que se trataba del mismo sueño que tanto le había perturbado.»","todo detalle con la más concentrada atención, reconoció que se trataba del mismo",PR40-P035-F37,PR40-P035-F37-VARIANTS,verified,"y el rey, escuchando todo detalle con la más concentrada atención, reconoció que se trataba del mismo sueño que tanto le había perturbado."
PR40-0034,PR39-44,PR40,"PDF p.36, PR40, párrafo 1",fill_blank,hard,"honores, naciones y agentes divinos","Según PDF p.36, PR40, párrafo 1, en el pasaje sobre honores, naciones y agentes divinos, complete la formulación del PDF: «Pero en la Palabra de Dios se descorre el velo, y encima, detrás y a través de todo el juego y _____ de los humanos intereses, poder y pasiones, contemplamos a los agentes del que es todo misericordioso, que cumplen silenciosa y pacientemente los designios y la voluntad de él.»","[""defiéndante"", ""contrajuego"", ""desapareció"", ""inestimable""]",1,contrajuego,"El PDF emplea la expresión «contrajuego» en este contexto: «de todo el juego y contrajuego de los humanos intereses, poder y pasiones».","de todo el juego y contrajuego de los humanos intereses, poder y pasiones",PR40-P036-F21,PR40-P036-F21-VARIANTS,verified,
PR40-0035,PR39-44,PR40,"PDF p.37, PR40, párrafo 1",multiple_choice,hard,filosofía de la historia y propósito de Dios,"Según PDF p.37, PR40, párrafo 1, en el pasaje sobre filosofía de la historia y propósito de Dios, ¿Qué opción restituye con precisión la relación descrita? Marco: «prosperidad, sus gobernantes se habían [DETALLE] independientes de Dios y habían atribuído la»","[""prosperidad, sus gobernantes se habían concentrada independientes de Dios y habían atribuído la"", ""prosperidad, sus gobernantes se habían desmenuzado independientes de Dios y habían atribuído la"", ""prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la"", ""prosperidad, sus gobernantes se habían establecido independientes de Dios y habían atribuído la""]",2,"prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la","La opción correcta conserva el detalle «considerado» tal como aparece en la fuente: «prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la».","prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la",PR40-P037-F15,PR40-P037-F15-VARIANTS,verified,
PR40-0036,PR39-44,PR40,"PDF p.33, PR40, párrafo 1",true_false,hard,"sueño olvidado, sabios, amenaza y recompensa","Según PDF p.33, PR40, párrafo 1, en el pasaje sobre sueño olvidado, sabios, amenaza y recompensa, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Pero aunque el ánimo del rey sufrió una impresión profunda, cuando despertó le resultó ⟦abrumador⟧ recordar los detalles.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «imposible». La corrección exacta es: «Pero aunque el ánimo del rey sufrió una impresión profunda, cuando despertó le resultó imposible recordar los detalles.»","profunda, cuando despertó le resultó imposible recordar los detalles",PR40-P033-F19,PR40-P033-F19-VARIANTS,verified,"Pero aunque el ánimo del rey sufrió una impresión profunda, cuando despertó le resultó imposible recordar los detalles."
PR40-0037,PR39-44,PR40,"PDF p.34, PR40, párrafo 1",fill_blank,medium,"Daniel, Arioc, oración y visión nocturna","Según PDF p.34, PR40, párrafo 1, en el pasaje sobre Daniel, Arioc, oración y visión nocturna, complete la formulación del PDF: «En momentos de perplejidad y peligro, siempre se habían dirigido al Señor para obtener _____ y protección»","[""adoración"", ""adorareis"", ""dirección"", ""autoridad""]",2,dirección,El PDF emplea la expresión «dirección» en este contexto: «dirigido al Señor para obtener dirección y protección».,dirigido al Señor para obtener dirección y protección,PR40-P034-F27,PR40-P034-F27-VARIANTS,verified,
PR40-0038,PR39-44,PR40,"PDF p.35, PR40, párrafo 2",multiple_choice,hard,"imagen, metales, piedra y reinos","Según PDF p.35, PR40, párrafo 2, en el pasaje sobre imagen, metales, piedra y reinos, ¿Qué opción restituye con precisión la relación descrita? Marco: «con la más concentrada atención, [DETALLE] que se trataba del mismo sueño que»","[""con la más concentrada atención, acarreado que se trataba del mismo sueño que"", ""con la más concentrada atención, acontecer que se trataba del mismo sueño que"", ""con la más concentrada atención, acordaste que se trataba del mismo sueño que"", ""con la más concentrada atención, reconoció que se trataba del mismo sueño que""]",3,"con la más concentrada atención, reconoció que se trataba del mismo sueño que","La opción correcta conserva el detalle «reconoció» tal como aparece en la fuente: «con la más concentrada atención, reconoció que se trataba del mismo sueño que».","con la más concentrada atención, reconoció que se trataba del mismo sueño que",PR40-P035-F38,PR40-P035-F38-VARIANTS,verified,
PR40-0039,PR39-44,PR40,"PDF p.36, PR40, párrafo 1",true_false,hard,"honores, naciones y agentes divinos","Según PDF p.36, PR40, párrafo 1, en el pasaje sobre honores, naciones y agentes divinos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Pero en la Palabra de Dios se descorre el velo, y encima, detrás y a través de todo el juego y contrajuego de los humanos ⟦intereses⟧, poder y pasiones, contemplamos a los agentes del que es todo misericordioso, que cumplen silenciosa y pacientemente los designios y la voluntad de él.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «y contrajuego de los humanos intereses, poder y pasiones, contemplamos a los agentes».","y contrajuego de los humanos intereses, poder y pasiones, contemplamos a los agentes",PR40-P036-F22,PR40-P036-F22-VARIANTS,verified,
PR40-0040,PR39-44,PR40,"PDF p.37, PR40, párrafo 1",fill_blank,hard,filosofía de la historia y propósito de Dios,"Según PDF p.37, PR40, párrafo 1, en el pasaje sobre filosofía de la historia y propósito de Dios, complete la formulación del PDF: «Babilonia, al fin quebrantada, desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado _____ de Dios y habían atribuído la gloria de su reino a las hazañas humanas.»","[""significativos"", ""acontecimientos"", ""características"", ""independientes""]",3,independientes,El PDF emplea la expresión «independientes» en este contexto: «sus gobernantes se habían considerado independientes de Dios y habían atribuído la gloria».,sus gobernantes se habían considerado independientes de Dios y habían atribuído la gloria,PR40-P037-F16,PR40-P037-F16-VARIANTS,verified,
PR40-0041,PR39-44,PR40,"PDF p.33, PR40, párrafo 2",multiple_choice,medium,"sueño olvidado, sabios, amenaza y recompensa","Según PDF p.33, PR40, párrafo 2, en el pasaje sobre sueño olvidado, sabios, amenaza y recompensa, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «En su [DETALLE], Nabucodonosor congregó a sus sabios, “magos, astrólogos»","[""En su perplejidad, Nabucodonosor congregó a sus sabios, “magos, astrólogos"", ""En su convocación, Nabucodonosor congregó a sus sabios, “magos, astrólogos"", ""En su destrucción, Nabucodonosor congregó a sus sabios, “magos, astrólogos"", ""En su disposición, Nabucodonosor congregó a sus sabios, “magos, astrólogos""]",0,"En su perplejidad, Nabucodonosor congregó a sus sabios, “magos, astrólogos","La opción correcta conserva el detalle «perplejidad» tal como aparece en la fuente: «En su perplejidad, Nabucodonosor congregó a sus sabios, “magos, astrólogos».","En su perplejidad, Nabucodonosor congregó a sus sabios, “magos, astrólogos",PR40-P033-F27,PR40-P033-F27-VARIANTS,verified,
PR40-0042,PR39-44,PR40,"PDF p.34, PR40, párrafo 1",true_false,hard,"Daniel, Arioc, oración y visión nocturna","Según PDF p.34, PR40, párrafo 1, en el pasaje sobre Daniel, Arioc, oración y visión nocturna, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «En momentos de perplejidad y peligro, siempre se habían dirigido al Señor para obtener dirección y ⟦apariencia⟧»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «protección». La corrección exacta es: «En momentos de perplejidad y peligro, siempre se habían dirigido al Señor para obtener dirección y protección»",Señor para obtener dirección y protección,PR40-P034-F28,PR40-P034-F28-VARIANTS,verified,"En momentos de perplejidad y peligro, siempre se habían dirigido al Señor para obtener dirección y protección"
PR40-0043,PR39-44,PR40,"PDF p.35, PR40, párrafo 2",fill_blank,hard,"imagen, metales, piedra y reinos","Según PDF p.35, PR40, párrafo 2, en el pasaje sobre imagen, metales, piedra y reinos, complete la formulación del PDF: «y el rey, escuchando todo detalle con la más concentrada atención, reconoció que se trataba del mismo sueño que tanto le había _____.»","[""perturbado"", ""arrostrado"", ""blasfemado"", ""confirmado""]",0,perturbado,El PDF emplea la expresión «perturbado» en este contexto: «sueño que tanto le había perturbado».,sueño que tanto le había perturbado,PR40-P035-F39,PR40-P035-F39-VARIANTS,verified,
PR40-0044,PR39-44,PR40,"PDF p.36, PR40, párrafo 1",multiple_choice,expert,"honores, naciones y agentes divinos","Según PDF p.36, PR40, párrafo 1, en el pasaje sobre honores, naciones y agentes divinos, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «humanos intereses, poder y pasiones, [DETALLE] a los agentes del que es todo»","[""humanos intereses, poder y pasiones, encantadores a los agentes del que es todo"", ""humanos intereses, poder y pasiones, contemplamos a los agentes del que es todo"", ""humanos intereses, poder y pasiones, espirituales a los agentes del que es todo"", ""humanos intereses, poder y pasiones, gobernadores a los agentes del que es todo""]",1,"humanos intereses, poder y pasiones, contemplamos a los agentes del que es todo","La opción correcta conserva el detalle «contemplamos» tal como aparece en la fuente: «humanos intereses, poder y pasiones, contemplamos a los agentes del que es todo».","humanos intereses, poder y pasiones, contemplamos a los agentes del que es todo",PR40-P036-F23,PR40-P036-F23-VARIANTS,verified,
PR40-0045,PR39-44,PR40,"PDF p.37, PR40, párrafo 1",true_false,hard,filosofía de la historia y propósito de Dios,"Según PDF p.37, PR40, párrafo 1, en el pasaje sobre filosofía de la historia y propósito de Dios, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Babilonia, al fin quebrantada, desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado independientes de Dios y habían ⟦acarreado⟧ la gloria de su reino a las hazañas humanas.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «atribuído». La corrección exacta es: «Babilonia, al fin quebrantada, desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la gloria de su reino a las hazañas humanas.»",independientes de Dios y habían atribuído la gloria de su reino a las,PR40-P037-F17,PR40-P037-F17-VARIANTS,verified,"Babilonia, al fin quebrantada, desapareció porque, en tiempos de prosperidad, sus gobernantes se habían considerado independientes de Dios y habían atribuído la gloria de su reino a las hazañas humanas."
PR40-0046,PR39-44,PR40,"PDF p.33, PR40, párrafo 2",fill_blank,easy,"sueño olvidado, sabios, amenaza y recompensa","Según PDF p.33, PR40, párrafo 2, en el pasaje sobre sueño olvidado, sabios, amenaza y recompensa, complete la formulación del PDF: «En su perplejidad, _____ congregó a sus sabios, “magos, astrólogos, y encantadores,” y solicitó su ayuda.»","[""Abed-nego"", ""Nabucodonosor"", ""Beltsasar"", ""Belsasar""]",1,Nabucodonosor,"El PDF emplea la expresión «Nabucodonosor» en este contexto: «En su perplejidad, Nabucodonosor congregó a sus sabios, “magos, astrólogos, y».","En su perplejidad, Nabucodonosor congregó a sus sabios, “magos, astrólogos, y",PR40-P033-F28,PR40-P033-F28-VARIANTS,verified,
PR40-0047,PR39-44,PR40,"PDF p.34, PR40, párrafo 1",multiple_choice,hard,"Daniel, Arioc, oración y visión nocturna","Según PDF p.34, PR40, párrafo 1, en el pasaje sobre Daniel, Arioc, oración y visión nocturna, ¿Qué opción restituye con precisión la relación descrita? Marco: «Ahora con corazón contrito, se [DETALLE] de nuevo al Juez de la tierra»","[""Ahora con corazón contrito, se apoderaron de nuevo al Juez de la tierra"", ""Ahora con corazón contrito, se desfilaron de nuevo al Juez de la tierra"", ""Ahora con corazón contrito, se sometieron de nuevo al Juez de la tierra"", ""Ahora con corazón contrito, se entregaron de nuevo al Juez de la tierra""]",2,"Ahora con corazón contrito, se sometieron de nuevo al Juez de la tierra","La opción correcta conserva el detalle «sometieron» tal como aparece en la fuente: «Ahora con corazón contrito, se sometieron de nuevo al Juez de la tierra».","Ahora con corazón contrito, se sometieron de nuevo al Juez de la tierra",PR40-P034-F38,PR40-P034-F38-VARIANTS,verified,
PR40-0048,PR39-44,PR40,"PDF p.35, PR40, párrafo 2",true_false,hard,"imagen, metales, piedra y reinos","Según PDF p.35, PR40, párrafo 2, en el pasaje sobre imagen, metales, piedra y reinos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Su mente quedó así ⟦acarreado⟧ para recibir favorablemente la interpretación.»","[""Verdadero"", ""Falso""]",1,Falso,La afirmación cambia «preparada». La corrección exacta es: «Su mente quedó así preparada para recibir favorablemente la interpretación.»,Su mente quedó así preparada para recibir favorablemente la interpretación,PR40-P035-F47,PR40-P035-F47-VARIANTS,verified,Su mente quedó así preparada para recibir favorablemente la interpretación.
PR40-0049,PR39-44,PR40,"PDF p.36, PR40, párrafo 1",fill_blank,expert,"honores, naciones y agentes divinos","Según PDF p.36, PR40, párrafo 1, en el pasaje sobre honores, naciones y agentes divinos, complete la formulación del PDF: «Pero en la Palabra de Dios se descorre el velo, y encima, detrás y a través de todo el juego y contrajuego de los humanos intereses, poder y pasiones, contemplamos a los agentes del que es todo _____, que cumplen silenciosa y pacientemente los designios y la voluntad de él.»","[""reconocimiento"", ""encarcelamiento"", ""misericordioso"", ""establecimiento""]",2,misericordioso,"El PDF emplea la expresión «misericordioso» en este contexto: «agentes del que es todo misericordioso, que cumplen silenciosa y pacientemente los designios».","agentes del que es todo misericordioso, que cumplen silenciosa y pacientemente los designios",PR40-P036-F24,PR40-P036-F24-VARIANTS,verified,
PR40-0050,PR39-44,PR40,"PDF p.37, PR40, párrafo 1",multiple_choice,medium,filosofía de la historia y propósito de Dios,"Según PDF p.37, PR40, párrafo 1, en el pasaje sobre filosofía de la historia y propósito de Dios, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «El reino [DETALLE] fué objeto de la ira del Cielo»","[""El reino babilónico fué objeto de la ira del Cielo"", ""El reino destruidor fué objeto de la ira del Cielo"", ""El reino espiritual fué objeto de la ira del Cielo"", ""El reino medo-persa fué objeto de la ira del Cielo""]",3,El reino medo-persa fué objeto de la ira del Cielo,La opción correcta conserva el detalle «medo-persa» tal como aparece en la fuente: «El reino medo-persa fué objeto de la ira del Cielo».,El reino medo-persa fué objeto de la ira del Cielo,PR40-P037-F23,PR40-P037-F23-VARIANTS,verified,
PR40-0051,PR39-44,PR40,"PDF p.33, PR40, párrafo 2",true_false,medium,"sueño olvidado, sabios, amenaza y recompensa","Según PDF p.33, PR40, párrafo 2, en el pasaje sobre sueño olvidado, sabios, amenaza y recompensa, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «En su perplejidad, Nabucodonosor congregó a sus sabios, “magos, ⟦astrólogos⟧, y encantadores,” y solicitó su ayuda.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «congregó a sus sabios, “magos, astrólogos, y encantadores,” y solicitó su ayuda».","congregó a sus sabios, “magos, astrólogos, y encantadores,” y solicitó su ayuda",PR40-P033-F29,PR40-P033-F29-VARIANTS,verified,
PR40-0052,PR39-44,PR40,"PDF p.34, PR40, párrafo 1",fill_blank,medium,"Daniel, Arioc, oración y visión nocturna","Según PDF p.34, PR40, párrafo 1, en el pasaje sobre Daniel, Arioc, oración y visión nocturna, complete la formulación del PDF: «Ahora con corazón contrito, se sometieron de nuevo al Juez de la tierra, _____ que los librase en este su tiempo de necesidad especial.»","[""abrumador"", ""aliviarla"", ""atestiguó"", ""rogándole""]",3,rogándole,"El PDF emplea la expresión «rogándole» en este contexto: «al Juez de la tierra, rogándole que los librase en este su tiempo».","al Juez de la tierra, rogándole que los librase en este su tiempo",PR40-P034-F39,PR40-P034-F39-VARIANTS,verified,
PR40-0053,PR39-44,PR40,"PDF p.35, PR40, párrafo 2",multiple_choice,medium,"imagen, metales, piedra y reinos","Según PDF p.35, PR40, párrafo 2, en el pasaje sobre imagen, metales, piedra y reinos, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «quedó así preparada para recibir [DETALLE] la interpretación»","[""quedó así preparada para recibir favorablemente la interpretación"", ""quedó así preparada para recibir aceleradamente la interpretación"", ""quedó así preparada para recibir fervorosamente la interpretación"", ""quedó así preparada para recibir inmediatamente la interpretación""]",0,quedó así preparada para recibir favorablemente la interpretación,La opción correcta conserva el detalle «favorablemente» tal como aparece en la fuente: «quedó así preparada para recibir favorablemente la interpretación».,quedó así preparada para recibir favorablemente la interpretación,PR40-P035-F48,PR40-P035-F48-VARIANTS,verified,
PR40-0054,PR39-44,PR40,"PDF p.36, PR40, párrafo 1",true_false,hard,"honores, naciones y agentes divinos","Según PDF p.36, PR40, párrafo 1, en el pasaje sobre honores, naciones y agentes divinos, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Pero en la Palabra de Dios se descorre el velo, y encima, detrás y a través de todo el juego y contrajuego de los humanos intereses, poder y pasiones, contemplamos a los agentes del que es todo misericordioso, que cumplen ⟦silenciosa⟧ y pacientemente los designios y la voluntad de él.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «es todo misericordioso, que cumplen silenciosa y pacientemente los designios y la voluntad».","es todo misericordioso, que cumplen silenciosa y pacientemente los designios y la voluntad",PR40-P036-F25,PR40-P036-F25-VARIANTS,verified,
PR40-0055,PR39-44,PR40,"PDF p.37, PR40, párrafo 1",fill_blank,hard,filosofía de la historia y propósito de Dios,"Según PDF p.37, PR40, párrafo 1, en el pasaje sobre filosofía de la historia y propósito de Dios, complete la formulación del PDF: «El reino medo-persa fué objeto de la ira del Cielo porque en él se _____ la ley de Dios.»","[""pisoteaba"", ""amenazaba"", ""esperaban"", ""evidencia""]",0,pisoteaba,El PDF emplea la expresión «pisoteaba» en este contexto: «Cielo porque en él se pisoteaba la ley de Dios».,Cielo porque en él se pisoteaba la ley de Dios,PR40-P037-F24,PR40-P037-F24-VARIANTS,verified,
PR40-0056,PR39-44,PR40,"PDF p.33, PR40, párrafo 2",multiple_choice,medium,"sueño olvidado, sabios, amenaza y recompensa","Según PDF p.33, PR40, párrafo 2, en el pasaje sobre sueño olvidado, sabios, amenaza y recompensa, ¿Cuál opción conserva el dato exacto de la fuente? Marco: «sus sabios, “magos, astrólogos, y [DETALLE],” y solicitó su ayuda»","[""sus sabios, “magos, astrólogos, y contemplamos,” y solicitó su ayuda"", ""sus sabios, “magos, astrólogos, y encantadores,” y solicitó su ayuda"", ""sus sabios, “magos, astrólogos, y espirituales,” y solicitó su ayuda"", ""sus sabios, “magos, astrólogos, y gobernadores,” y solicitó su ayuda""]",1,"sus sabios, “magos, astrólogos, y encantadores,” y solicitó su ayuda","La opción correcta conserva el detalle «encantadores» tal como aparece en la fuente: «sus sabios, “magos, astrólogos, y encantadores,” y solicitó su ayuda».","sus sabios, “magos, astrólogos, y encantadores,” y solicitó su ayuda",PR40-P033-F30,PR40-P033-F30-VARIANTS,verified,
