id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
DAN8-0089,DAN8-V24-S01-F02,DAN8-V24-S01-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:24","Su poder se fortalecerá, mas no con fuerza propia",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:24)",Su poder se fortalecerá mas no con fuerza propia,"Según 19, Daniel 8:24, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:24), ¿qué opción completa correctamente el detalle señalado? Marco: «Su poder se fortalecerá, mas no con [DETALLE]»","[""corazón se engrandecerá"", ""fuerza propia"", ""será quebrantado"", ""mano humana""]",1,fuerza propia,"[""fuerza propia""]",exact_text,"«fuerza propia» completa el dato de 19, Daniel 8:24. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""corazón se engrandecerá"": ""Es un dato de 19, Daniel 8:25; no completa el marco de 19, Daniel 8:24."", ""será quebrantado"": ""Es un dato de 19, Daniel 8:25; no completa el marco de 19, Daniel 8:24."", ""mano humana"": ""Es un dato de 19, Daniel 8:25; no completa el marco de 19, Daniel 8:24.""}","se fortalecerá, mas no con fuerza propia",true_elsewhere,False,verified,,
DAN8-0090,DAN8-V24-S02-F02,DAN8-V24-S02-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:24","causará grandes ruinas, prosperará, actuará arbitrariamente y destruirá a los fuertes y al pueblo de los santos.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:24)",causará grandes ruinas prosperará actuará arbitrariamente y destruirá a los fuertes y al pueblo,"Según 19, Daniel 8:24, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:24), ¿qué opción completa correctamente el detalle señalado? Marco: «causará grandes ruinas, prosperará, actuará [DETALLE] a los fuertes y al pueblo de los santos.»","[""será quebrantado"", ""mano humana"", ""arbitrariamente y destruirá"", ""referido es verdadera""]",2,arbitrariamente y destruirá,"[""arbitrariamente y destruirá""]",exact_text,"«arbitrariamente y destruirá» completa el dato de 19, Daniel 8:24. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""será quebrantado"": ""Es un dato de 19, Daniel 8:25; no completa el marco de 19, Daniel 8:24."", ""mano humana"": ""Es un dato de 19, Daniel 8:25; no completa el marco de 19, Daniel 8:24."", ""referido es verdadera"": ""Es un dato de 19, Daniel 8:26; no completa el marco de 19, Daniel 8:24.""}","causará grandes ruinas, prosperará, actuará arbitrariamente y destruirá a los fuertes y al pueblo de",close_detail,False,verified,,
DAN8-0091,DAN8-V25-S01-F02,DAN8-V25-S01-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:25",Con su sagacidad hará prosperar el engaño en su mano,multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:25)",Con su sagacidad hará prosperar el engaño en su mano,"Según 19, Daniel 8:25, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:25), ¿qué opción completa correctamente el detalle señalado? Marco: «Con su sagacidad hará prosperar el [DETALLE] en su mano»","[""multitud"", ""bruñido"", ""cuerpo"", ""engaño""]",3,engaño,"[""engaño""]",exact_text,"«engaño» completa el dato de 19, Daniel 8:25. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""multitud"": ""Es un dato de 22, Daniel 10:6; no completa el marco de 19, Daniel 8:25."", ""bruñido"": ""Es un dato de 22, Daniel 10:6; no completa el marco de 19, Daniel 8:25."", ""cuerpo"": ""Es un dato de 22, Daniel 10:6; no completa el marco de 19, Daniel 8:25.""}",su sagacidad hará prosperar el engaño en su mano,true_elsewhere,False,verified,,
DAN8-0092,DAN8-V25-S02-F02,DAN8-V25-S02-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:25","en su corazón se engrandecerá y, sin aviso, destruirá a muchos.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:25)",en su corazón se engrandecerá y sin aviso destruirá a muchos,"Según 19, Daniel 8:25, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:25), ¿qué opción completa correctamente el detalle señalado? Marco: «en su corazón se engrandecerá y, sin aviso, [DETALLE].»","[""destruirá a muchos"", ""vi a otros"", ""fin de estas"", ""todas estas cosas""]",0,destruirá a muchos,"[""destruirá a muchos""]",exact_text,"«destruirá a muchos» completa el dato de 19, Daniel 8:25. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""vi a otros"": ""Es un dato de 25, Daniel 12:5; no completa el marco de 19, Daniel 8:25."", ""fin de estas"": ""Es un dato de 25, Daniel 12:6; no completa el marco de 19, Daniel 8:25."", ""todas estas cosas"": ""Es un dato de 25, Daniel 12:7; no completa el marco de 19, Daniel 8:25.""}","se engrandecerá y, sin aviso, destruirá a muchos",close_detail,False,verified,,
DAN8-0093,DAN8-V25-S03-F02,DAN8-V25-S03-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:25","Se levantará contra el Príncipe de los príncipes, pero será quebrantado, aunque no por mano humana.",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:25)",Se levantará contra el Príncipe de los príncipes pero será quebrantado aunque no por,"Según 19, Daniel 8:25, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:25), ¿qué opción completa correctamente el detalle señalado? Marco: «Se levantará contra el Príncipe de los príncipes, pero [DETALLE], aunque no por mano humana.»","[""guarda la visión"", ""será quebrantado"", ""quedé quebrantado"", ""me levanté""]",1,será quebrantado,"[""será quebrantado""]",exact_text,"«será quebrantado» completa el dato de 19, Daniel 8:25. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""guarda la visión"": ""Es un dato de 19, Daniel 8:26; no completa el marco de 19, Daniel 8:25."", ""quedé quebrantado"": ""Es un dato de 19, Daniel 8:27; no completa el marco de 19, Daniel 8:25."", ""me levanté"": ""Es un dato de 19, Daniel 8:27; no completa el marco de 19, Daniel 8:25.""}","Príncipe de los príncipes, pero será quebrantado, aunque no por mano humana",close_detail,False,verified,,
DAN8-0094,DAN8-V26-S01-F02,DAN8-V26-S01-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:26",La visión de las tardes y mañanas que se ha referido es verdadera,multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:26)",La visión de las tardes y mañanas que se ha referido es verdadera,"Según 19, Daniel 8:26, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:26), ¿qué opción completa correctamente el detalle señalado? Marco: «La visión de las tardes y mañanas que se ha [DETALLE]»","[""quedé quebrantado"", ""me levanté"", ""referido es verdadera"", ""espantado a causa""]",2,referido es verdadera,"[""referido es verdadera""]",exact_text,"«referido es verdadera» completa el dato de 19, Daniel 8:26. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""quedé quebrantado"": ""Es un dato de 19, Daniel 8:27; no completa el marco de 19, Daniel 8:26."", ""me levanté"": ""Es un dato de 19, Daniel 8:27; no completa el marco de 19, Daniel 8:26."", ""espantado a causa"": ""Es un dato de 19, Daniel 8:27; no completa el marco de 19, Daniel 8:26.""}",y mañanas que se ha referido es verdadera,true_elsewhere,False,verified,,
DAN8-0095,DAN8-V26-S02-F02,DAN8-V26-S02-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:26","y tú guarda la visión, porque es para muchos días.”",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:26)",y tú guarda la visión porque es para muchos días,"Según 19, Daniel 8:26, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:26), ¿qué opción completa correctamente el detalle señalado? Marco: «y tú guarda la visión, porque es para [DETALLE].”»","[""fin de estas"", ""Dije entonces"", ""pues estas palabras"", ""muchos días""]",3,muchos días,"[""muchos días""]",exact_text,"«muchos días» completa el dato de 19, Daniel 8:26. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""fin de estas"": ""Es un dato de 25, Daniel 12:8; no completa el marco de 19, Daniel 8:26."", ""Dije entonces"": ""Es un dato de 25, Daniel 12:8; no completa el marco de 19, Daniel 8:26."", ""pues estas palabras"": ""Es un dato de 25, Daniel 12:9; no completa el marco de 19, Daniel 8:26.""}","la visión, porque es para muchos días",close_detail,False,verified,,
DAN8-0096,DAN8-V27-S01-F02,DAN8-V27-S01-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:27","Yo, Daniel, quedé quebrantado, y estuve enfermo algunos días.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:27)",Yo Daniel quedé quebrantado y estuve enfermo algunos días,"Según 19, Daniel 8:27, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:27), ¿qué opción completa correctamente el detalle señalado? Marco: «Yo, Daniel, quedé quebrantado, y [DETALLE] días.»","[""estuve enfermo algunos"", ""Dije entonces"", ""pues estas palabras"", ""cerradas y selladas""]",0,estuve enfermo algunos,"[""estuve enfermo algunos""]",exact_text,"«estuve enfermo algunos» completa el dato de 19, Daniel 8:27. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Dije entonces"": ""Es un dato de 25, Daniel 12:8; no completa el marco de 19, Daniel 8:27."", ""pues estas palabras"": ""Es un dato de 25, Daniel 12:9; no completa el marco de 19, Daniel 8:27."", ""cerradas y selladas"": ""Es un dato de 25, Daniel 12:9; no completa el marco de 19, Daniel 8:27.""}","Yo, Daniel, quedé quebrantado, y estuve enfermo algunos días",true_elsewhere,False,verified,,
DAN8-0097,DAN8-V27-S02-F02,DAN8-V27-S02-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:27","Cuando me levanté, atendí los negocios del rey",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:27)",Cuando me levanté atendí los negocios del rey,"Según 19, Daniel 8:27, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:27), ¿qué opción completa correctamente el detalle señalado? Marco: «Cuando [DETALLE], atendí los negocios del rey»","[""año del reinado"", ""me levanté"", ""casa del tesoro"", ""linaje real""]",1,me levanté,"[""me levanté""]",exact_text,"«me levanté» completa el dato de 19, Daniel 8:27. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""año del reinado"": ""Es un dato de 3, Daniel 1:1; no completa el marco de 19, Daniel 8:27."", ""casa del tesoro"": ""Es un dato de 3, Daniel 1:2; no completa el marco de 19, Daniel 8:27."", ""linaje real"": ""Es un dato de 3, Daniel 1:3; no completa el marco de 19, Daniel 8:27.""}","Cuando me levanté, atendí los negocios del rey",close_detail,False,verified,,
DAN8-0098,DAN8-V27-S03-F02,DAN8-V27-S03-F02-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"19, Daniel 8:27","pero estaba espantado a causa de la visión, y no la entendía.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:27)",pero estaba espantado a causa de la visión y no la entendía,"Según 19, Daniel 8:27, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:27), ¿qué opción completa correctamente el detalle señalado? Marco: «pero estaba [DETALLE] de la visión, y no la entendía.»","[""casa del tesoro"", ""linaje real"", ""espantado a causa"", ""hubiera tacha alguna""]",2,espantado a causa,"[""espantado a causa""]",exact_text,"«espantado a causa» completa el dato de 19, Daniel 8:27. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""casa del tesoro"": ""Es un dato de 3, Daniel 1:2; no completa el marco de 19, Daniel 8:27."", ""linaje real"": ""Es un dato de 3, Daniel 1:3; no completa el marco de 19, Daniel 8:27."", ""hubiera tacha alguna"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 19, Daniel 8:27.""}","pero estaba espantado a causa de la visión, y no la entendía",close_detail,True,verified,,
DAN8-0099,DAN8-V01-S01-F03,DAN8-V01-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:1","«En el año tercero del reinado del rey Belsasar, yo, Daniel, tuve una visión, después de aquella que había tenido antes.",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:1)",En el año tercero del reinado del rey Belsasar yo Daniel tuve una visión,"Según 18, Daniel 8:1, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:1), ¿qué opción completa correctamente el detalle señalado? Marco: ««En el año [DETALLE] del rey Belsasar, yo, Daniel, tuve una visión, después de aquella que había tenido antes.»","[""linaje real"", ""hubiera tacha alguna"", ""instruidos en toda"", ""tercero del reinado""]",3,tercero del reinado,"[""tercero del reinado""]",exact_text,"«tercero del reinado» completa el dato de 18, Daniel 8:1. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""linaje real"": ""Es un dato de 3, Daniel 1:3; no completa el marco de 18, Daniel 8:1."", ""hubiera tacha alguna"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:1."", ""instruidos en toda"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:1.""}","En el año tercero del reinado del rey Belsasar, yo, Daniel, tuve una",true_elsewhere,False,verified,,
DAN8-0100,DAN8-V02-S01-F03,DAN8-V02-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:2","Miraba yo la visión, y en ella yo estaba en Susa, que es la capital del reino, en la provincia de Elam.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:2)",Miraba yo la visión y en ella yo estaba en Susa que es la,"Según 18, Daniel 8:2, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:2), ¿qué opción completa correctamente el detalle señalado? Marco: «Miraba [DETALLE], y en ella yo estaba en Susa, que es la capital del reino, en la provincia de Elam.»","[""yo la visión"", ""hubiera tacha alguna"", ""instruidos en toda"", ""sabios en ciencia""]",0,yo la visión,"[""yo la visión""]",exact_text,"«yo la visión» completa el dato de 18, Daniel 8:2. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""hubiera tacha alguna"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:2."", ""instruidos en toda"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:2."", ""sabios en ciencia"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:2.""}","Miraba yo la visión, y en ella yo estaba en Susa",close_detail,False,verified,,
DAN8-0101,DAN8-V03-S01-F03,DAN8-V03-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:3","Alcé los ojos y miré, y había un carnero que estaba delante del río, y tenía dos cuernos",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:3)",Alcé los ojos y miré y había un carnero que estaba delante del río,"Según 18, Daniel 8:3, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:3), ¿qué opción completa correctamente el detalle señalado? Marco: «Alcé los ojos y miré, y había un carnero que estaba [DETALLE], y tenía dos cuernos»","[""instruidos en toda"", ""delante del río"", ""sabios en ciencia"", ""palacio del rey""]",1,delante del río,"[""delante del río""]",exact_text,"«delante del río» completa el dato de 18, Daniel 8:3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""instruidos en toda"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:3."", ""sabios en ciencia"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:3."", ""palacio del rey"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:3.""}","había un carnero que estaba delante del río, y tenía dos cuernos",true_elsewhere,False,verified,,
DAN8-0102,DAN8-V04-S01-F03,DAN8-V04-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:4","Vi que el carnero hería con los cuernos al poniente, al norte y al sur, y que ninguna bestia podía parar delante de él, ni había quien escapara de su poder.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:4)",Vi que el carnero hería con los cuernos al poniente al norte y al,"Según 18, Daniel 8:4, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:4), ¿qué opción completa correctamente el detalle señalado? Marco: «Vi que el carnero hería con los cuernos al poniente, al norte y al sur, y que ninguna bestia podía parar delante de él, ni [DETALLE] de su poder.»","[""sabios en ciencia"", ""palacio del rey"", ""había quien escapara"", ""buen parecer""]",2,había quien escapara,"[""había quien escapara""]",exact_text,"«había quien escapara» completa el dato de 18, Daniel 8:4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""sabios en ciencia"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:4."", ""palacio del rey"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:4."", ""buen parecer"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:4.""}","parar delante de él, ni había quien escapara de su poder",close_detail,False,verified,,
DAN8-0103,DAN8-V04-S02-F03,DAN8-V04-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:4","Hacía conforme a su voluntad, y se engrandecía.",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:4)",Hacía conforme a su voluntad y se engrandecía,"Según 18, Daniel 8:4, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:4), ¿qué opción completa correctamente el detalle señalado? Marco: «Hacía conforme a su [DETALLE], y se engrandecía.»","[""venido"", ""pueblo"", ""visión"", ""voluntad""]",3,voluntad,"[""voluntad""]",exact_text,"«voluntad» completa el dato de 18, Daniel 8:4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""venido"": ""Es un dato de 22, Daniel 10:12; no completa el marco de 18, Daniel 8:4."", ""pueblo"": ""Es un dato de 22, Daniel 10:14; no completa el marco de 18, Daniel 8:4."", ""visión"": ""Es un dato de 22, Daniel 10:14; no completa el marco de 18, Daniel 8:4.""}","Hacía conforme a su voluntad, y se engrandecía",close_detail,True,verified,,
DAN8-0104,DAN8-V05-S01-F03,DAN8-V05-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:5","Mientras yo consideraba esto, un macho cabrío venía del lado del poniente sobre la faz de toda la tierra, sin tocar tierra",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:5)",Mientras yo consideraba esto un macho cabrío venía del lado del poniente sobre la,"Según 18, Daniel 8:5, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:5), ¿qué opción completa correctamente el detalle señalado? Marco: «Mientras yo consideraba esto, un macho cabrío venía del [DETALLE] sobre la faz de toda la tierra, sin tocar tierra»","[""lado del poniente"", ""buen parecer"", ""señaló el rey"", ""comida del rey""]",0,lado del poniente,"[""lado del poniente""]",exact_text,"«lado del poniente» completa el dato de 18, Daniel 8:5. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""buen parecer"": ""Es un dato de 3, Daniel 1:4; no completa el marco de 18, Daniel 8:5."", ""señaló el rey"": ""Es un dato de 3, Daniel 1:5; no completa el marco de 18, Daniel 8:5."", ""comida del rey"": ""Es un dato de 3, Daniel 1:5; no completa el marco de 18, Daniel 8:5.""}",un macho cabrío venía del lado del poniente sobre la faz de toda la tierra,true_elsewhere,False,verified,,
DAN8-0105,DAN8-V05-S02-F03,DAN8-V05-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:5",y aquel macho cabrío tenía un cuerno notable entre sus ojos.,multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:5)",y aquel macho cabrío tenía un cuerno notable entre sus ojos,"Según 18, Daniel 8:5, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:5), ¿qué opción completa correctamente el detalle señalado? Marco: «y aquel macho cabrío tenía un cuerno [DETALLE] entre sus ojos.»","[""visión"", ""notable"", ""saber"", ""delante""]",1,notable,"[""notable""]",exact_text,"«notable» completa el dato de 18, Daniel 8:5. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""visión"": ""Es un dato de 22, Daniel 10:14; no completa el marco de 18, Daniel 8:5."", ""saber"": ""Es un dato de 22, Daniel 10:14; no completa el marco de 18, Daniel 8:5."", ""delante"": ""Es un dato de 22, Daniel 10:16; no completa el marco de 18, Daniel 8:5.""}",macho cabrío tenía un cuerno notable entre sus ojos,close_detail,False,verified,,
DAN8-0106,DAN8-V06-S01-F03,DAN8-V06-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:6","Vino hasta el carnero de dos cuernos que yo había visto en la ribera del río, y corrió contra él con la furia de su fuerza.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:6)",Vino hasta el carnero de dos cuernos que yo había visto en la ribera,"Según 18, Daniel 8:6, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:6), ¿qué opción completa correctamente el detalle señalado? Marco: «Vino hasta el carnero de dos cuernos que yo había visto en la [DETALLE], y corrió contra él con la furia de su fuerza.»","[""comida del rey"", ""porción diaria"", ""ribera del río"", ""delante del rey""]",2,ribera del río,"[""ribera del río""]",exact_text,"«ribera del río» completa el dato de 18, Daniel 8:6. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""comida del rey"": ""Es un dato de 3, Daniel 1:5; no completa el marco de 18, Daniel 8:6."", ""porción diaria"": ""Es un dato de 3, Daniel 1:5; no completa el marco de 18, Daniel 8:6."", ""delante del rey"": ""Es un dato de 3, Daniel 1:5; no completa el marco de 18, Daniel 8:6.""}","yo había visto en la ribera del río, y corrió contra él con la furia",true_elsewhere,False,verified,,
DAN8-0107,DAN8-V07-S02-F03,DAN8-V07-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:7","se levantó contra él y lo hirió, y le quebró sus dos cuernos",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:7)",se levantó contra él y lo hirió y le quebró sus dos cuernos,"Según 18, Daniel 8:7, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:7), ¿qué opción completa correctamente el detalle señalado? Marco: «se levantó contra él y lo hirió, y le quebró sus dos [DETALLE]»","[""dedos"", ""humanas"", ""reyes"", ""cuernos""]",3,cuernos,"[""cuernos""]",exact_text,"«cuernos» completa el dato de 18, Daniel 8:7. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""dedos"": ""Es un dato de 6, Daniel 2:42; no completa el marco de 18, Daniel 8:7."", ""humanas"": ""Es un dato de 6, Daniel 2:43; no completa el marco de 18, Daniel 8:7."", ""reyes"": ""Es un dato de 6, Daniel 2:44; no completa el marco de 18, Daniel 8:7.""}",y le quebró sus dos cuernos,close_detail,False,verified,,
DAN8-0108,DAN8-V07-S03-F03,DAN8-V07-S03-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:7",y el carnero no tenía fuerzas para hacerle frente.,multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:7)",y el carnero no tenía fuerzas para hacerle frente,"Según 18, Daniel 8:7, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:7), ¿qué opción completa correctamente el detalle señalado? Marco: «y el carnero no tenía fuerzas para hacerle [DETALLE].»","[""frente"", ""señor"", ""amado"", ""príncipe""]",0,frente,"[""frente""]",exact_text,"«frente» completa el dato de 18, Daniel 8:7. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""señor"": ""Es un dato de 22, Daniel 10:17; no completa el marco de 18, Daniel 8:7."", ""amado"": ""Es un dato de 22, Daniel 10:19; no completa el marco de 18, Daniel 8:7."", ""príncipe"": ""Es un dato de 22, Daniel 10:20; no completa el marco de 18, Daniel 8:7.""}",no tenía fuerzas para hacerle frente,close_detail,False,verified,,
DAN8-0109,DAN8-V07-S04-F03,DAN8-V07-S04-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:7","Lo derribó, por tanto, a tierra, lo pisoteó y no hubo quien librara de su poder al carnero.",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:7)",Lo derribó por tanto a tierra lo pisoteó y no hubo quien librara de,"Según 18, Daniel 8:7, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:7), ¿qué opción completa correctamente el detalle señalado? Marco: «Lo [DETALLE], por tanto, a tierra, lo pisoteó y no hubo quien librara de su poder al carnero.»","[""amado"", ""derribó"", ""señor"", ""príncipe""]",1,derribó,"[""derribó""]",exact_text,"«derribó» completa el dato de 18, Daniel 8:7. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""amado"": ""Es un dato de 22, Daniel 10:19; no completa el marco de 18, Daniel 8:7."", ""señor"": ""Es un dato de 22, Daniel 10:19; no completa el marco de 18, Daniel 8:7."", ""príncipe"": ""Es un dato de 22, Daniel 10:20; no completa el marco de 18, Daniel 8:7.""}","Lo derribó, por tanto, a tierra, lo pisoteó y",true_elsewhere,False,verified,,
DAN8-0110,DAN8-V08-S02-F03,DAN8-V08-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:8","pero cuando estaba en su mayor fuerza, aquel gran cuerno fue quebrado, y en su lugar salieron otros cuatro cuernos notables hacia los cuatro vientos del cielo.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:8)",pero cuando estaba en su mayor fuerza aquel gran cuerno fue quebrado y en,"Según 18, Daniel 8:8, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:8), ¿qué opción completa correctamente el detalle señalado? Marco: «pero cuando [DETALLE] en su mayor fuerza, aquel gran cuerno fue quebrado, y en su lugar salieron otros cuatro cuernos notables hacia los cuatro vientos del cielo.»","[""Bebieron"", ""alabaron"", ""estaba"", ""aparecieron""]",2,estaba,"[""estaba""]",exact_text,"«estaba» completa el dato de 18, Daniel 8:8. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Bebieron"": ""Es un dato de 12, Daniel 5:4; no completa el marco de 18, Daniel 8:8."", ""alabaron"": ""Es un dato de 12, Daniel 5:4; no completa el marco de 18, Daniel 8:8."", ""aparecieron"": ""Es un dato de 12, Daniel 5:5; no completa el marco de 18, Daniel 8:8.""}","pero cuando estaba en su mayor fuerza, aquel gran cuerno",close_detail,True,verified,,
