id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
PR43-0556,PR43-P049-S03-03-F01,PR43-P049-S03-03-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"49, PR43, párrafo 3",y ahora la gente escuchó con el aliento en suspenso mientras el anciano profeta explicaba:,true_false,medium,"Daniel, reprensión y sentencia",y ahora la gente escuchó con el aliento en suspenso mientras el anciano profeta,"Según 49, PR43, párrafo 3, en la escena sobre Daniel, reprensión y sentencia, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «echaron». Afirmación: «y ahora la gente escuchó con el aliento en suspenso mientras el anciano profeta ⟦echaron⟧:»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,Solo se alteró «explicaba» por «echaron». La corrección exacta es: «y ahora la gente escuchó con el aliento en suspenso mientras el anciano profeta explicaba:»,"{""Verdadero"": ""El pasaje dice «explicaba», no «echaron».""}",suspenso mientras el anciano profeta explicaba,close_detail,False,verified,echaron,y ahora la gente escuchó con el aliento en suspenso mientras el anciano profeta explicaba:
PR43-0557,PR43-P049-S04-01-F01,PR43-P049-S04-01-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"49, PR43, párrafo 4","“La declaración del negocio es: MENE: Contó Dios tu reino, y halo rematado.",fill_blank,hard,"Daniel, reprensión y sentencia",La declaración del negocio es MENE Contó Dios tu reino y halo rematado,"Según 49, PR43, párrafo 4, en la escena sobre Daniel, reprensión y sentencia, complete con la expresión exacta del PDF: «“La declaración del negocio es: MENE: _____ Dios tu reino, y halo rematado.»","[""Creador"", ""Moisés"", ""Contó"", ""Israel""]",2,Contó,"[""Contó""]",exact_text,"La expresión omitida es «Contó»; el respaldo breve dice: «declaración del negocio es: MENE: Contó Dios tu reino, y halo rematado».","{""Creador"": ""«Creador» procede de 36, PR40, párrafo 3, no del espacio exacto solicitado."", ""Moisés"": ""«Moisés» procede de 36, PR40, párrafo 4, no del espacio exacto solicitado."", ""Israel"": ""«Israel» procede de 36, PR40, párrafo 4, no del espacio exacto solicitado.""}","declaración del negocio es: MENE: Contó Dios tu reino, y halo rematado",close_detail,False,verified,,
PR43-0558,PR43-P049-S04-02-F01,PR43-P049-S04-02-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"49, PR43, párrafo 4","TEKEL: Pesado has sido en balanza, y fuiste hallado falto.",true_false,expert,"Daniel, reprensión y sentencia",TEKEL Pesado has sido en balanza y fuiste hallado falto,"Según 49, PR43, párrafo 4, en la escena sobre Daniel, reprensión y sentencia, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Pesado». Afirmación: «TEKEL: ⟦Pesado⟧ has sido en balanza, y fuiste hallado falto.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «TEKEL: Pesado has sido en balanza, y fuiste hallado».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","TEKEL: Pesado has sido en balanza, y fuiste hallado",close_detail,True,verified,,
PR43-0559,PR43-P049-S04-03-F01,PR43-P049-S04-03-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"49, PR43, párrafo 4","PERES: Tu reino fué rompido, y es dado a Medos y Persas.”",fill_blank,hard,"Daniel, reprensión y sentencia",PERES Tu reino fué rompido y es dado a Medos y Persas,"Según 49, PR43, párrafo 4, en la escena sobre Daniel, reprensión y sentencia, complete con la expresión exacta del PDF: «PERES: Tu reino fué rompido, y es dado a Medos y _____.”»","[""Israel"", ""Omnisciente"", ""Nabucodonosor"", ""Persas""]",3,Persas,"[""Persas""]",exact_text,La expresión omitida es «Persas»; el respaldo breve dice: «es dado a Medos y Persas».,"{""Israel"": ""«Israel» procede de 36, PR40, párrafo 4, no del espacio exacto solicitado."", ""Omnisciente"": ""«Omnisciente» procede de 36, PR40, párrafo 5, no del espacio exacto solicitado."", ""Nabucodonosor"": ""«Nabucodonosor» procede de 36, PR40, párrafo 5, no del espacio exacto solicitado.""}",es dado a Medos y Persas,close_detail,False,verified,,
PR43-0560,PR43-P049-S05-01-F01,PR43-P049-S05-01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"49, PR43, párrafo 5","Aquella última noche de loca insensatez, Belsasar y sus señores habían colmado la medida de su culpabilidad y de la que incumbía al reino caldeo.",true_false,medium,"Daniel, reprensión y sentencia",Aquella última noche de loca insensatez Belsasar y sus señores habían colmado la medida,"Según 49, PR43, párrafo 5, en la escena sobre Daniel, reprensión y sentencia, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Omnisciente». Afirmación: «Aquella última noche de loca insensatez, ⟦Omnisciente⟧ y sus señores habían colmado la medida de su culpabilidad y de la que incumbía al reino caldeo.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «Belsasar» por «Omnisciente». La corrección exacta es: «Aquella última noche de loca insensatez, Belsasar y sus señores habían colmado la medida de su culpabilidad y de la que incumbía al reino caldeo.»","{""Verdadero"": ""El pasaje dice «Belsasar», no «Omnisciente».""}","última noche de loca insensatez, Belsasar y sus señores habían colmado la medida",close_detail,False,verified,Omnisciente,"Aquella última noche de loca insensatez, Belsasar y sus señores habían colmado la medida de su culpabilidad y de la que incumbía al reino caldeo."
PR43-0561,PR43-P049-S05-02-F01,PR43-P049-S05-02-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"49, PR43, párrafo 5",Ya no podía la mano refrenadora de Dios desviar el mal que los amenazaba.,fill_blank,hard,"Daniel, reprensión y sentencia",Ya no podía la mano refrenadora de Dios desviar el mal que los amenazaba,"Según 49, PR43, párrafo 5, en la escena sobre Daniel, reprensión y sentencia, complete con la expresión exacta del PDF: «Ya no podía la mano refrenadora de Dios desviar el mal que los _____.»","[""amenazaba"", ""temieron"", ""entregaron"", ""esperaron""]",0,amenazaba,"[""amenazaba""]",exact_text,La expresión omitida es «amenazaba»; el respaldo breve dice: «desviar el mal que los amenazaba».,"{""temieron"": ""«temieron» procede de 41, PR41, párrafo 2, no del espacio exacto solicitado."", ""entregaron"": ""«entregaron» procede de 41, PR41, párrafo 2, no del espacio exacto solicitado."", ""esperaron"": ""«esperaron» procede de 41, PR41, párrafo 2, no del espacio exacto solicitado.""}",desviar el mal que los amenazaba,close_detail,False,verified,,
PR43-0562,PR43-P049-S05-03-F01,PR43-P049-S05-03-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"49, PR43, párrafo 5","Mediante múltiples providencias, Dios había procurado enseñarles a reverenciar su ley.",true_false,expert,"Daniel, reprensión y sentencia",Mediante múltiples providencias Dios había procurado enseñarles a reverenciar su ley,"Según 49, PR43, párrafo 5, en la escena sobre Daniel, reprensión y sentencia, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Mediante múltiples providencias». Afirmación: «⟦Mediante múltiples providencias⟧, Dios había procurado enseñarles a reverenciar su ley.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «Mediante múltiples providencias, Dios había procurado enseñarles a reverenciar su».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","Mediante múltiples providencias, Dios había procurado enseñarles a reverenciar su",close_detail,False,verified,,
PR43-0563,PR43-P049-S05-04-F01,PR43-P049-S05-04-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"49, PR43, párrafo 5","Había declarado acerca de aquellos cuyo juicio llegaba ahora hasta el cielo: “Curamos a Babilonia, y no ha sanado.",fill_blank,hard,"Daniel, reprensión y sentencia",Había declarado acerca de aquellos cuyo juicio llegaba ahora hasta el cielo Curamos a,"Según 49, PR43, párrafo 5, en la escena sobre Daniel, reprensión y sentencia, complete con la expresión exacta del PDF: «Había declarado acerca de aquellos cuyo juicio llegaba ahora hasta el cielo: “Curamos a _____, y no ha sanado.»","[""Jehová"", ""Babilonia"", ""Daniel"", ""Palabra""]",1,Babilonia,"[""Babilonia""]",exact_text,"La expresión omitida es «Babilonia»; el respaldo breve dice: «hasta el cielo: “Curamos a Babilonia, y no ha sanado».","{""Jehová"": ""«Jehová» procede de 36, PR40, párrafo 6, no del espacio exacto solicitado."", ""Daniel"": ""«Daniel» procede de 36, PR40, párrafo 6, no del espacio exacto solicitado."", ""Palabra"": ""«Palabra» procede de 37, PR40, párrafo 1, no del espacio exacto solicitado.""}","hasta el cielo: “Curamos a Babilonia, y no ha sanado",close_detail,True,verified,,
PR43-0564,PR43-P049-S05-05-F01,PR43-P049-S05-05-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"49, PR43, párrafo 5","A causa de la extraña perversidad del corazón humano, Dios encontraba por fin necesario dictar la sentencia irrevocable.",true_false,medium,"Daniel, reprensión y sentencia",A causa de la extraña perversidad del corazón humano Dios encontraba por fin necesario,"Según 49, PR43, párrafo 5, en la escena sobre Daniel, reprensión y sentencia, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «mudaron». Afirmación: «A causa de la extraña perversidad del corazón humano, Dios ⟦mudaron⟧ por fin necesario dictar la sentencia irrevocable.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «encontraba» por «mudaron». La corrección exacta es: «A causa de la extraña perversidad del corazón humano, Dios encontraba por fin necesario dictar la sentencia irrevocable.»","{""Verdadero"": ""El pasaje dice «encontraba», no «mudaron».""}","perversidad del corazón humano, Dios encontraba por fin necesario dictar la sentencia irrevocable",close_detail,False,verified,mudaron,"A causa de la extraña perversidad del corazón humano, Dios encontraba por fin necesario dictar la sentencia irrevocable."
PR43-0565,PR43-P049-S05-06-F01,PR43-P049-S05-06-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"49, PR43, párrafo 5","Belsasar iba a caer, y su reino iba a ser traspasado a otras manos.",fill_blank,hard,"Daniel, reprensión y sentencia",Belsasar iba a caer y su reino iba a ser traspasado a otras manos,"Según 49, PR43, párrafo 5, en la escena sobre Daniel, reprensión y sentencia, complete con la expresión exacta del PDF: «Belsasar iba a caer, y su reino iba a ser _____ manos.»","[""hermosura de reinos"", ""entra en tinieblas"", ""traspasado a otras"", ""señora de reinos""]",2,traspasado a otras,"[""traspasado a otras""]",exact_text,La expresión omitida es «traspasado a otras»; el respaldo breve dice: «su reino iba a ser traspasado a otras manos».,"{""hermosura de reinos"": ""«hermosura de reinos» procede de 50, PR43, párrafo 6, no del espacio exacto solicitado."", ""entra en tinieblas"": ""«entra en tinieblas» procede de 51, PR43, párrafo 2, no del espacio exacto solicitado."", ""señora de reinos"": ""«señora de reinos» procede de 51, PR43, párrafo 2, no del espacio exacto solicitado.""}",su reino iba a ser traspasado a otras manos,close_detail,False,verified,,
PR43-0566,PR43-P049-S06-01-F01,PR43-P049-S06-01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"49, PR43, párrafo 6","Cuando el profeta dejó de hablar, el rey ordenó que se le recompensase con los honores prometidos",true_false,expert,"Daniel, reprensión y sentencia",Cuando el profeta dejó de hablar el rey ordenó que se le recompensase con,"Según 49, PR43, párrafo 6, en la escena sobre Daniel, reprensión y sentencia, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «ordenó». Afirmación: «Cuando el profeta dejó de hablar, el rey ⟦ordenó⟧ que se le recompensase con los honores prometidos»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «dejó de hablar, el rey ordenó que se le recompensase con los honores».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","dejó de hablar, el rey ordenó que se le recompensase con los honores",close_detail,False,verified,,
PR43-0567,PR43-P049-S06-02-F01,PR43-P049-S06-02-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"49, PR43, párrafo 6","y en consecuencia “vistieron a Daniel de púrpura, y en su cuello fué puesto un collar de oro, y pregonaron de él que fuese el tercer señor en el reino.”",fill_blank,hard,"Daniel, reprensión y sentencia",y en consecuencia vistieron a Daniel de púrpura y en su cuello fué puesto,"Según 49, PR43, párrafo 6, en la escena sobre Daniel, reprensión y sentencia, complete con la expresión exacta del PDF: «y en consecuencia “vistieron a _____ de púrpura, y en su cuello fué puesto un collar de oro, y pregonaron de él que fuese el tercer señor en el reino.”»","[""Cielo"", ""Jehová"", ""Vigía"", ""Daniel""]",3,Daniel,"[""Daniel""]",exact_text,"La expresión omitida es «Daniel»; el respaldo breve dice: «y en consecuencia “vistieron a Daniel de púrpura, y en su cuello fué».","{""Cielo"": ""«Cielo» procede de 37, PR40, párrafo 1, no del espacio exacto solicitado."", ""Jehová"": ""«Jehová» procede de 37, PR40, párrafo 1, no del espacio exacto solicitado."", ""Vigía"": ""«Vigía» procede de 37, PR40, párrafo 2, no del espacio exacto solicitado.""}","y en consecuencia “vistieron a Daniel de púrpura, y en su cuello fué",close_detail,False,verified,,
PR43-0568,PR43-P050-S01-01-F01,PR43-P050-S01-01-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"50, PR43, párrafo 1","Mientras estaba todavía en el salón de fiestas, rodeado por aquellos cuya suerte estaba sellada, el rey recibió de un mensajero la información de “que su ciudad” era “tomada” por el enemigo contra cuyos planes se había sentido tan seguro",true_false,medium,"caída de Babilonia, Ciro y Eufrates",Mientras estaba todavía en el salón de fiestas rodeado por aquellos cuya suerte estaba,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «declararon». Afirmación: «Mientras estaba todavía en el salón de fiestas, rodeado por aquellos cuya suerte estaba sellada, el rey ⟦declararon⟧ de un mensajero la información de “que su ciudad” era “tomada” por el enemigo contra cuyos planes se había sentido tan seguro»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,"Solo se alteró «recibió» por «declararon». La corrección exacta es: «Mientras estaba todavía en el salón de fiestas, rodeado por aquellos cuya suerte estaba sellada, el rey recibió de un mensajero la información de “que su ciudad” era “tomada” por el enemigo contra cuyos planes se había sentido tan seguro»","{""Verdadero"": ""El pasaje dice «recibió», no «declararon».""}","suerte estaba sellada, el rey recibió de un mensajero la información de “que",close_detail,False,verified,declararon,"Mientras estaba todavía en el salón de fiestas, rodeado por aquellos cuya suerte estaba sellada, el rey recibió de un mensajero la información de “que su ciudad” era “tomada” por el enemigo contra cuyos planes se había sentido tan seguro"
PR43-0569,PR43-P050-S01-01-F02,PR43-P050-S01-01-F02-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"50, PR43, párrafo 1","Mientras estaba todavía en el salón de fiestas, rodeado por aquellos cuya suerte estaba sellada, el rey recibió de un mensajero la información de “que su ciudad” era “tomada” por el enemigo contra cuyos planes se había sentido tan seguro",fill_blank,hard,"caída de Babilonia, Ciro y Eufrates",Mientras estaba todavía en el salón de fiestas rodeado por aquellos cuya suerte estaba,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, complete con la expresión exacta del PDF: «Mientras _____ todavía en el salón de fiestas, rodeado por aquellos cuya suerte estaba sellada, el rey recibió de un mensajero la información de “que su ciudad” era “tomada” por el enemigo contra cuyos planes se había sentido tan seguro»","[""estaba"", ""recordaron"", ""aumentaba"", ""halagaron""]",0,estaba,"[""estaba""]",exact_text,"La expresión omitida es «estaba»; el respaldo breve dice: «Mientras estaba todavía en el salón de fiestas, rodeado».","{""recordaron"": ""«recordaron» procede de 41, PR41, párrafo 6, no del espacio exacto solicitado."", ""aumentaba"": ""«aumentaba» procede de 43, PR42, párrafo 2, no del espacio exacto solicitado."", ""halagaron"": ""«halagaron» procede de 43, PR42, párrafo 3, no del espacio exacto solicitado.""}","Mientras estaba todavía en el salón de fiestas, rodeado",close_detail,False,verified,,
PR43-0570,PR43-P050-S01-02-F01,PR43-P050-S01-02-F01-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"50, PR43, párrafo 1","“los vados fueron tomados, ...",true_false,expert,"caída de Babilonia, Ciro y Eufrates",los vados fueron tomados,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «vados fueron tomados». Afirmación: «“los ⟦vados fueron tomados⟧, ...»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,El detalle marcado coincide con el PDF: «los vados fueron tomados».,"{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}",los vados fueron tomados,close_detail,False,verified,,
PR43-0571,PR43-P050-S01-03-F01,PR43-P050-S01-03-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"50, PR43, párrafo 1",y consternáronse los hombres de guerra.,fill_blank,hard,"caída de Babilonia, Ciro y Eufrates",y consternáronse los hombres de guerra,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, complete con la expresión exacta del PDF: «y _____ de guerra.»","[""nacimiento no sabrás"", ""consternáronse los hombres"", ""Vendrá pues"", ""ahora en tus""]",1,consternáronse los hombres,"[""consternáronse los hombres""]",exact_text,La expresión omitida es «consternáronse los hombres»; el respaldo breve dice: «y consternáronse los hombres de guerra».,"{""nacimiento no sabrás"": ""«nacimiento no sabrás» procede de 51, PR43, párrafo 6, no del espacio exacto solicitado."", ""Vendrá pues"": ""«Vendrá pues» procede de 51, PR43, párrafo 6, no del espacio exacto solicitado."", ""ahora en tus"": ""«ahora en tus» procede de 51, PR43, párrafo 7, no del espacio exacto solicitado.""}",y consternáronse los hombres de guerra,close_detail,True,verified,,
PR43-0572,PR43-P050-S01-03-F02,PR43-P050-S01-03-F02-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"50, PR43, párrafo 1",y consternáronse los hombres de guerra.,true_false,medium,"caída de Babilonia, Ciro y Eufrates",y consternáronse los hombres de guerra,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «podía». Afirmación: «y consternáronse los hombres de ⟦podía⟧.»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,Solo se alteró «guerra» por «podía». La corrección exacta es: «y consternáronse los hombres de guerra.»,"{""Verdadero"": ""El pasaje dice «guerra», no «podía».""}",y consternáronse los hombres de guerra,close_detail,False,verified,podía,y consternáronse los hombres de guerra.
PR43-0573,PR43-P050-S01-04-F01,PR43-P050-S01-04-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"50, PR43, párrafo 1","Aun mientras él y sus nobles bebían de los vasos sagrados de Jehová, y alababan a sus dioses de plata y de oro, los medos y persas, habiendo desviado el curso del Eufrates, penetraban en el corazón de la ciudad desprevenida.",fill_blank,hard,"caída de Babilonia, Ciro y Eufrates",Aun mientras él y sus nobles bebían de los vasos sagrados de Jehová y,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, complete con la expresión exacta del PDF: «Aun mientras él y sus nobles bebían de los vasos sagrados de Jehová, y alababan a sus dioses de plata y de oro, los medos y persas, habiendo desviado el curso del _____, penetraban en el corazón de la ciudad desprevenida.»","[""Palabra"", ""Nabucodonosor"", ""Eufrates"", ""Ciertamente""]",2,Eufrates,"[""Eufrates""]",exact_text,"La expresión omitida es «Eufrates»; el respaldo breve dice: «habiendo desviado el curso del Eufrates, penetraban en el corazón de la ciudad».","{""Palabra"": ""«Palabra» procede de 37, PR40, párrafo 4, no del espacio exacto solicitado."", ""Nabucodonosor"": ""«Nabucodonosor» procede de 38, PR41, párrafo 1, no del espacio exacto solicitado."", ""Ciertamente"": ""«Ciertamente» procede de 38, PR41, párrafo 2, no del espacio exacto solicitado.""}","habiendo desviado el curso del Eufrates, penetraban en el corazón de la ciudad",close_detail,False,verified,,
PR43-0574,PR43-P050-S01-04-F02,PR43-P050-S01-04-F02-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"50, PR43, párrafo 1","Aun mientras él y sus nobles bebían de los vasos sagrados de Jehová, y alababan a sus dioses de plata y de oro, los medos y persas, habiendo desviado el curso del Eufrates, penetraban en el corazón de la ciudad desprevenida.",true_false,expert,"caída de Babilonia, Ciro y Eufrates",Aun mientras él y sus nobles bebían de los vasos sagrados de Jehová y,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «Jehová». Afirmación: «Aun mientras él y sus nobles bebían de los vasos sagrados de ⟦Jehová⟧, y alababan a sus dioses de plata y de oro, los medos y persas, habiendo desviado el curso del Eufrates, penetraban en el corazón de la ciudad desprevenida.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,"El detalle marcado coincide con el PDF: «de los vasos sagrados de Jehová, y alababan a sus dioses de plata».","{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}","de los vasos sagrados de Jehová, y alababan a sus dioses de plata",close_detail,True,verified,,
PR43-0575,PR43-P050-S01-05-F01,PR43-P050-S01-05-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"50, PR43, párrafo 1",El ejército de Ciro estaba ya al pie de las murallas del palacio,fill_blank,hard,"caída de Babilonia, Ciro y Eufrates",El ejército de Ciro estaba ya al pie de las murallas del palacio,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, complete con la expresión exacta del PDF: «El ejército de Ciro _____ ya al pie de las murallas del palacio»","[""clamaba"", ""mandó"", ""pudieron"", ""estaba""]",3,estaba,"[""estaba""]",exact_text,La expresión omitida es «estaba»; el respaldo breve dice: «El ejército de Ciro estaba ya al pie de las murallas del».,"{""clamaba"": ""«clamaba» procede de 43, PR42, párrafo 5, no del espacio exacto solicitado."", ""mandó"": ""«mandó» procede de 44, PR42, párrafo 1, no del espacio exacto solicitado."", ""pudieron"": ""«pudieron» procede de 44, PR42, párrafo 2, no del espacio exacto solicitado.""}",El ejército de Ciro estaba ya al pie de las murallas del,close_detail,False,verified,,
PR43-0576,PR43-P050-S01-05-F02,PR43-P050-S01-05-F02-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"50, PR43, párrafo 1",El ejército de Ciro estaba ya al pie de las murallas del palacio,true_false,medium,"caída de Babilonia, Ciro y Eufrates",El ejército de Ciro estaba ya al pie de las murallas del palacio,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «entrega del yo». Afirmación: «El ⟦entrega del yo⟧ estaba ya al pie de las murallas del palacio»","[""Verdadero"", ""Falso""]",1,Falso,"[""Falso""]",exact_text,Solo se alteró «ejército de Ciro» por «entrega del yo». La corrección exacta es: «El ejército de Ciro estaba ya al pie de las murallas del palacio»,"{""Verdadero"": ""El pasaje dice «ejército de Ciro», no «entrega del yo».""}",El ejército de Ciro estaba ya al pie de las murallas,close_detail,True,verified,entrega del yo,El ejército de Ciro estaba ya al pie de las murallas del palacio
PR43-0577,PR43-P050-S01-06-F01,PR43-P050-S01-06-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"50, PR43, párrafo 1",la ciudad se había llenado de soldados enemigos “como de langostas” (Vers.,fill_blank,hard,"caída de Babilonia, Ciro y Eufrates",la ciudad se había llenado de soldados enemigos como de langostas Vers,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, complete con la expresión exacta del PDF: «la _____ llenado de soldados enemigos “como de langostas” (Vers.»","[""ciudad se había"", ""disciplina propia"", ""naturaleza inferior"", ""jóvenes de hoy""]",0,ciudad se había,"[""ciudad se había""]",exact_text,La expresión omitida es «ciudad se había»; el respaldo breve dice: «la ciudad se había llenado de soldados enemigos “como de langostas».,"{""disciplina propia"": ""«disciplina propia» procede de 31, PR39, párrafo 2, no del espacio exacto solicitado."", ""naturaleza inferior"": ""«naturaleza inferior» procede de 31, PR39, párrafo 2, no del espacio exacto solicitado."", ""jóvenes de hoy"": ""«jóvenes de hoy» procede de 31, PR39, párrafo 3, no del espacio exacto solicitado.""}",la ciudad se había llenado de soldados enemigos “como de langostas,close_detail,False,verified,,
PR43-0578,PR43-P050-S01-06-F02,PR43-P050-S01-06-F02-TF-SINGLE-DETAIL-V1-01,tf-single-detail-v1,PR39-44,PR43,"50, PR43, párrafo 1",la ciudad se había llenado de soldados enemigos “como de langostas” (Vers.,true_false,expert,"caída de Babilonia, Ciro y Eufrates",la ciudad se había llenado de soldados enemigos como de langostas Vers,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, determine si el detalle marcado conserva el texto de la fuente: Elemento bajo prueba: «llenado de soldados». Afirmación: «la ciudad se había ⟦llenado de soldados⟧ enemigos “como de langostas” (Vers.»","[""Verdadero"", ""Falso""]",0,Verdadero,"[""Verdadero""]",exact_text,El detalle marcado coincide con el PDF: «la ciudad se había llenado de soldados enemigos “como de langostas” (Vers».,"{""Falso"": ""El detalle marcado reproduce la fuente sin alteración.""}",la ciudad se había llenado de soldados enemigos “como de langostas” (Vers,close_detail,False,verified,,
PR43-0579,PR43-P050-S01-07-F01,PR43-P050-S01-07-F01-FILL-CONTEXT-V1-01,fill-context-v1,PR39-44,PR43,"50, PR43, párrafo 1","14), y sus gritos de triunfo podían oírse sobre los clamores desesperados de los asombrados disolutos.",fill_blank,hard,"caída de Babilonia, Ciro y Eufrates",14 y sus gritos de triunfo podían oírse sobre los clamores desesperados de los,"Según 50, PR43, párrafo 1, en la escena sobre caída de Babilonia, Ciro y Eufrates, complete con la expresión exacta del PDF: «_____), y sus gritos de triunfo podían oírse sobre los clamores desesperados de los asombrados disolutos.»","[""cuatro"", ""14"", ""ciento veinte"", ""treinta""]",1,14,"[""14""]",exact_text,"La expresión omitida es «14»; el respaldo breve dice: «14), y sus gritos de triunfo podían oírse».","{""cuatro"": ""«cuatro» procede de 52, PR43, párrafo 3, no del espacio exacto solicitado."", ""ciento veinte"": ""«ciento veinte» procede de 55, PR44, párrafo 1, no del espacio exacto solicitado."", ""treinta"": ""«treinta» procede de 55, PR44, párrafo 4, no del espacio exacto solicitado.""}","14), y sus gritos de triunfo podían oírse",close_detail,False,verified,,
