source_unit_id,work,chapter,verse_or_page,pdf_page,exact_quote,nearby_context,atomic_facts,atomic_fact_count,atomic_fact_records,current_question_ids,presentation_count,distinct_cognitive_operations,coverage_status,coverage_basis,coverage_scope,semantic_coverage_verified,explanation,historical_fact_ids,historical_fact_count,ocr_support,ocr_issue,context_boundary,review_flags,requires_visual_review,visual_review_status
DAN12-V012,Daniel,12,Daniel 12:12,25,"Bienaventurado el que espere, y llegue a mil trescientos treinta y cinco días.","Anterior: Desde el tiempo en que sea quitado el sacrificio continuo hasta la abominación desoladora, habrá mil doscientos noventa días. Posterior: En cuanto a ti, tú irás hasta el fin, y reposarás, y te levantarás para recibir tu heredad al fin de los días.”","[""Bienaventurado el que espere, y llegue a mil trescientos treinta y cinco días.""]",1,"[{""atomic_fact_id"": ""DAN12-V012-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN12-V11-WAVE-015"", ""Q-DAN12-0012"", ""Q-DAN12-0012::PRESENTATION-01"", ""R2-B-DAN12-012"", ""V14-R2-DAN12-W2-022""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN12-V012"", ""semantic_coverage_verified"": false, ""text"": ""Bienaventurado el que espere, y llegue a mil trescientos treinta y cinco días.""}]","[""DAN12-V11-WAVE-015"", ""Q-DAN12-0012"", ""Q-DAN12-0012::PRESENTATION-01"", ""R2-B-DAN12-012"", ""V14-R2-DAN12-W2-022""]",5,"[""principle"", ""prophetic_detail"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 5 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-D12-V12-001"", ""FACT-D12-V12-002""]",2,True,,UNIT,[],False,NOT_REQUIRED
DAN12-V013,Daniel,12,Daniel 12:13,25,"En cuanto a ti, tú irás hasta el fin, y reposarás, y te levantarás para recibir tu heredad al fin de los días.”","Anterior: Bienaventurado el que espere, y llegue a mil trescientos treinta y cinco días.","[""En cuanto a ti, tú irás hasta el fin, y reposarás, y te levantarás para recibir tu heredad al fin de los días.”""]",1,"[{""atomic_fact_id"": ""DAN12-V013-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN12-V11-WAVE-016"", ""DAN12-V11-WAVE-020"", ""Q-DAN12-0013"", ""Q-DAN12-0013::PRESENTATION-01"", ""R2-B-DAN12-013"", ""V14-R2-DAN12-W2-023"", ""V14-R2-DAN12-W2-024""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN12-V013"", ""semantic_coverage_verified"": false, ""text"": ""En cuanto a ti, tú irás hasta el fin, y reposarás, y te levantarás para recibir tu heredad al fin de los días.”""}]","[""DAN12-V11-WAVE-016"", ""DAN12-V11-WAVE-020"", ""Q-DAN12-0013"", ""Q-DAN12-0013::PRESENTATION-01"", ""R2-B-DAN12-013"", ""V14-R2-DAN12-W2-023"", ""V14-R2-DAN12-W2-024""]",7,"[""cause_consequence"", ""narrative_order"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 7 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-D12-V13-001"", ""FACT-D12-V13-002"", ""FACT-D12-V13-003"", ""FACT-D12-V13-004"", ""FACT-D12-V13-005""]",5,True,,WORK,[],False,NOT_REQUIRED
PR39-P027-P001-S001,Profetas y Reyes,39,"PR39, p. 27, párrafo 1",27,"Entre los hijos de Israel que fueron llevados a Babilonia al principio de los setenta años de cautiverio, se contaban patriotas cristianos, hombres que eran tan fieles a los buenos principios como el acero, que no serían corrompidos por el egoísmo, sino que honrarían a Dios aun cuando lo perdiesen todo.","Posterior: En la tierra de su cautiverio, estos hombres habrían de ejecutar el propósito de Dios dando a las naciones paganas las bendiciones provenientes del conocimiento de Jehová.","[""Entre los hijos de Israel que fueron llevados a Babilonia al principio de los setenta años de cautiverio, se contaban patriotas cristianos, hombres que eran tan fieles a los buenos principios como el acero, que no serían corrompidos por el egoísmo, sino que honrarían a Dios aun cuando lo perdiesen todo.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P001-S001-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0001"", ""PR39-V11-WAVE-001"", ""PR39-V11-WAVE-002"", ""PR39-V11-WAVE-019"", ""PR39-V11-WAVE-051"", ""V14-R2-PR39-C19-001"", ""V14-R2-PR39-W2-073"", ""V14-R2-PR39-W2-074"", ""V14-R2-PR39-W2-075"", ""V14-R2-PR39-W2-076""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P001-S001"", ""semantic_coverage_verified"": false, ""text"": ""Entre los hijos de Israel que fueron llevados a Babilonia al principio de los setenta años de cautiverio, se contaban patriotas cristianos, hombres que eran tan fieles a los buenos principios como el acero, que no serían corrompidos por el egoísmo, sino que honrarían a Dios aun cuando lo perdiesen todo.""}]","[""PR39-AUTH-0001"", ""PR39-V11-WAVE-001"", ""PR39-V11-WAVE-002"", ""PR39-V11-WAVE-019"", ""PR39-V11-WAVE-051"", ""V14-R2-PR39-C19-001"", ""V14-R2-PR39-W2-073"", ""V14-R2-PR39-W2-074"", ""V14-R2-PR39-W2-075"", ""V14-R2-PR39-W2-076""]",10,"[""comparison"", ""detail"", ""factual_recall"", ""principle"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 10 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P001-001""]",1,True,,WORK,[],False,NOT_REQUIRED
PR39-P027-P001-S002,Profetas y Reyes,39,"PR39, p. 27, párrafo 1",27,"En la tierra de su cautiverio, estos hombres habrían de ejecutar el propósito de Dios dando a las naciones paganas las bendiciones provenientes del conocimiento de Jehová.","Anterior: Entre los hijos de Israel que fueron llevados a Babilonia al principio de los setenta años de cautiverio, se contaban patriotas cristianos, hombres que eran tan fieles a los buenos principios como el acero, que no serían corrompidos por el egoísmo, sino que honrarían a Dios aun cuando lo perdiesen todo. Posterior: Habían de ser sus representantes.","[""En la tierra de su cautiverio, estos hombres habrían de ejecutar el propósito de Dios dando a las naciones paganas las bendiciones provenientes del conocimiento de Jehová.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P001-S002-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0002"", ""PR39-V11-WAVE-003"", ""V14-R2-PR39-C19-002"", ""V14-R2-PR39-W2-077""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P001-S002"", ""semantic_coverage_verified"": false, ""text"": ""En la tierra de su cautiverio, estos hombres habrían de ejecutar el propósito de Dios dando a las naciones paganas las bendiciones provenientes del conocimiento de Jehová.""}]","[""PR39-AUTH-0002"", ""PR39-V11-WAVE-003"", ""V14-R2-PR39-C19-002"", ""V14-R2-PR39-W2-077""]",4,"[""cause_consequence"", ""principle"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 4 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P001-002""]",1,True,,UNIT,[],False,NOT_REQUIRED
PR39-P027-P001-S003,Profetas y Reyes,39,"PR39, p. 27, párrafo 1",27,Habían de ser sus representantes.,"Anterior: En la tierra de su cautiverio, estos hombres habrían de ejecutar el propósito de Dios dando a las naciones paganas las bendiciones provenientes del conocimiento de Jehová. Posterior: No debían en caso alguno transigir con los idólatras, sino considerar como alto honor la fe que sostenían y el nombre de adoradores del Dios viviente.","[""Habían de ser sus representantes.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P001-S003-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0003"", ""V14-R2-PR39-C19-003""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P001-S003"", ""semantic_coverage_verified"": false, ""text"": ""Habían de ser sus representantes.""}]","[""PR39-AUTH-0003"", ""V14-R2-PR39-C19-003""]",2,"[""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 2 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P001-003""]",1,True,,UNIT,[],False,NOT_REQUIRED
PR39-P027-P001-S004,Profetas y Reyes,39,"PR39, p. 27, párrafo 1",27,"No debían en caso alguno transigir con los idólatras, sino considerar como alto honor la fe que sostenían y el nombre de adoradores del Dios viviente.",Anterior: Habían de ser sus representantes. Posterior: Y así lo hicieron.,"[""No debían en caso alguno transigir con los idólatras, sino considerar como alto honor la fe que sostenían y el nombre de adoradores del Dios viviente.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P001-S004-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0004"", ""PR39-V11-WAVE-004"", ""PR39-V11-WAVE-020"", ""V14-R2-PR39-C19-004"", ""V14-R2-PR39-W2-078"", ""V14-R2-PR39-W2-079""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P001-S004"", ""semantic_coverage_verified"": false, ""text"": ""No debían en caso alguno transigir con los idólatras, sino considerar como alto honor la fe que sostenían y el nombre de adoradores del Dios viviente.""}]","[""PR39-AUTH-0004"", ""PR39-V11-WAVE-004"", ""PR39-V11-WAVE-020"", ""V14-R2-PR39-C19-004"", ""V14-R2-PR39-W2-078"", ""V14-R2-PR39-W2-079""]",6,"[""principle"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 6 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P001-004""]",1,True,,UNIT,[],False,NOT_REQUIRED
PR39-P027-P001-S005,Profetas y Reyes,39,"PR39, p. 27, párrafo 1",27,Y así lo hicieron.,"Anterior: No debían en caso alguno transigir con los idólatras, sino considerar como alto honor la fe que sostenían y el nombre de adoradores del Dios viviente. Posterior: Honraron a Dios en la prosperidad y en la adversidad; y Dios los honró a ellos.","[""Y así lo hicieron.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P001-S005-F01"", ""coverage_basis"": ""ANAPHORIC_FRAGMENT_HEURISTIC"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""NON_ATOMIC"", ""current_question_ids"": [], ""is_atomic"": false, ""parent_source_unit_id"": ""PR39-P027-P001-S005"", ""semantic_coverage_verified"": false, ""text"": ""Y así lo hicieron.""}]",[],0,[],NON_ATOMIC,ANAPHORIC_FRAGMENT_HEURISTIC,SOURCE_UNIT,False,El fragmento es anafórico y depende del contexto anterior; no se trata como unidad preguntable independiente. La clasificación es heurística y requiere revisión visual.,"[""FACT-PR39-P001-005""]",1,True,,UNIT,"[""NON_ATOMIC_ANAPHORA_HEURISTIC""]",True,REVIEW_REQUIRED
PR39-P027-P001-S006,Profetas y Reyes,39,"PR39, p. 27, párrafo 1",27,Honraron a Dios en la prosperidad y en la adversidad; y Dios los honró a ellos.,"Anterior: Y así lo hicieron. Posterior: El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.","[""Honraron a Dios en la prosperidad y en la adversidad"", ""y Dios los honró a ellos.""]",2,"[{""atomic_fact_id"": ""PR39-P027-P001-S006-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0005"", ""V14-R2-PR39-C19-005""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P001-S006"", ""semantic_coverage_verified"": false, ""text"": ""Honraron a Dios en la prosperidad y en la adversidad""}, {""atomic_fact_id"": ""PR39-P027-P001-S006-F02"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-V11-WAVE-005"", ""V14-R2-PR39-W2-080""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P001-S006"", ""semantic_coverage_verified"": false, ""text"": ""y Dios los honró a ellos.""}]","[""PR39-AUTH-0005"", ""PR39-V11-WAVE-005"", ""PR39-V11-WAVE-087"", ""V14-R2-PR39-C19-005"", ""V14-R2-PR39-W2-080"", ""V14-R2-PR39-W2-081""]",6,"[""cause_consequence"", ""comparison"", ""principle"", ""relationship""]",COVERED_MERGED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,La unidad padre contiene 2 hechos atómicos expuestos como hijos estables. Las presentaciones se enlazan al source_unit_id padre; ese enlace no constituye verificación semántica por hecho y requiere revisión visual.,"[""FACT-PR39-P001-006""]",1,True,,UNIT,"[""ATOMIC_SPLIT_HEURISTIC""]",True,REVIEW_REQUIRED
PR39-P027-P002-S001,Profetas y Reyes,39,"PR39, p. 27, párrafo 2",27,"El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.","Anterior: Honraron a Dios en la prosperidad y en la adversidad; y Dios los honró a ellos. Posterior: Sin embargo, mediante las mismas humillaciones que había acarreado la forma en que Israel se había desviado de él, Dios dió a Babilonia evidencia de su supremacía, de la santidad de sus requerimientos y de los seguros resultados que produce la obediencia.","[""El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P002-S001-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0006"", ""PR39-V11-WAVE-006"", ""V14-R2-PR39-C19-006"", ""V14-R2-PR39-W2-082""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P002-S001"", ""semantic_coverage_verified"": false, ""text"": ""El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.""}]","[""PR39-AUTH-0006"", ""PR39-V11-WAVE-006"", ""V14-R2-PR39-C19-006"", ""V14-R2-PR39-W2-082""]",4,"[""cause_consequence"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 4 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P002-001""]",1,True,,UNIT,[],False,NOT_REQUIRED
PR39-P027-P002-S002,Profetas y Reyes,39,"PR39, p. 27, párrafo 2",27,"Sin embargo, mediante las mismas humillaciones que había acarreado la forma en que Israel se había desviado de él, Dios dió a Babilonia evidencia de su supremacía, de la santidad de sus requerimientos y de los seguros resultados que produce la obediencia.","Anterior: El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos. Posterior: Y dió este testimonio de la única manera que podía ser dado, por medio de los que le eran leales.","[""Sin embargo, mediante las mismas humillaciones que había acarreado la forma en que Israel se había desviado de él, Dios dió a Babilonia evidencia de su supremacía, de la santidad de sus requerimientos y de los seguros resultados que produce la obediencia.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P002-S002-F01"", ""coverage_basis"": ""OCR_SUPPORT_MISSING"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""AMBIGUOUS_SOURCE"", ""current_question_ids"": [""PR39-AUTH-0007"", ""PR39-V11-WAVE-007"", ""PR39-V11-WAVE-008"", ""V14-R2-PR39-C19-007"", ""V14-R2-PR39-W2-083"", ""V14-R2-PR39-W2-084""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P002-S002"", ""semantic_coverage_verified"": false, ""text"": ""Sin embargo, mediante las mismas humillaciones que había acarreado la forma en que Israel se había desviado de él, Dios dió a Babilonia evidencia de su supremacía, de la santidad de sus requerimientos y de los seguros resultados que produce la obediencia.""}]","[""PR39-AUTH-0007"", ""PR39-V11-WAVE-007"", ""PR39-V11-WAVE-008"", ""V14-R2-PR39-C19-007"", ""V14-R2-PR39-W2-083"", ""V14-R2-PR39-W2-084""]",6,"[""cause_consequence"", ""factual_recall"", ""relationship""]",AMBIGUOUS_SOURCE,OCR_SUPPORT_MISSING,SOURCE_UNIT,False,"La unidad tiene 6 presentación(es) actual(es), pero su cita no coincide completamente con el OCR verificado. Se conserva la cita canónica y no se corrige el OCR automáticamente. La cita normalizada no aparece completa en el OCR de las páginas 27, 28, 29; se conserva la cita canónica y se requiere revisión visual.","[""FACT-PR39-P002-002""]",1,False,"La cita normalizada no aparece completa en el OCR de las páginas 27, 28, 29; se conserva la cita canónica y se requiere revisión visual.",UNIT,"[""OCR_SUPPORT_MISSING""]",True,REVIEW_REQUIRED
PR39-P027-P002-S003,Profetas y Reyes,39,"PR39, p. 27, párrafo 2",27,"Y dió este testimonio de la única manera que podía ser dado, por medio de los que le eran leales.","Anterior: Sin embargo, mediante las mismas humillaciones que había acarreado la forma en que Israel se había desviado de él, Dios dió a Babilonia evidencia de su supremacía, de la santidad de sus requerimientos y de los seguros resultados que produce la obediencia. Posterior: Entre los que mantenían su fidelidad a Dios, se contaban Daniel y sus tres compañeros, ilustres ejemplos de lo que pueden llegar a ser los hombres que se unen con el Dios de sabiduría y poder.","[""Y dió este testimonio de la única manera que podía ser dado, por medio de los que le eran leales.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P002-S003-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0008"", ""PR39-V11-WAVE-021"", ""V14-R2-PR39-C19-008"", ""V14-R2-PR39-W2-085""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P002-S003"", ""semantic_coverage_verified"": false, ""text"": ""Y dió este testimonio de la única manera que podía ser dado, por medio de los que le eran leales.""}]","[""PR39-AUTH-0008"", ""PR39-V11-WAVE-021"", ""V14-R2-PR39-C19-008"", ""V14-R2-PR39-W2-085""]",4,"[""cause_consequence"", ""principle"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 4 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P002-003""]",1,True,,UNIT,[],False,NOT_REQUIRED
PR39-P027-P003-S001,Profetas y Reyes,39,"PR39, p. 27, párrafo 3",27,"Entre los que mantenían su fidelidad a Dios, se contaban Daniel y sus tres compañeros, ilustres ejemplos de lo que pueden llegar a ser los hombres que se unen con el Dios de sabiduría y poder.","Anterior: Y dió este testimonio de la única manera que podía ser dado, por medio de los que le eran leales. Posterior: Desde la comparativa sencillez de su hogar judío, estos jóvenes del linaje real fueron llevados a la más magnífica de las ciudades, y a la corte del mayor monarca del mundo.","[""Entre los que mantenían su fidelidad a Dios, se contaban Daniel y sus tres compañeros, ilustres ejemplos de lo que pueden llegar a ser los hombres que se unen con el Dios de sabiduría y poder.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P003-S001-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0009"", ""PR39-V11-WAVE-009"", ""V14-R2-PR39-C19-009"", ""V14-R2-PR39-W2-086""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P003-S001"", ""semantic_coverage_verified"": false, ""text"": ""Entre los que mantenían su fidelidad a Dios, se contaban Daniel y sus tres compañeros, ilustres ejemplos de lo que pueden llegar a ser los hombres que se unen con el Dios de sabiduría y poder.""}]","[""PR39-AUTH-0009"", ""PR39-V11-WAVE-009"", ""V14-R2-PR39-C19-009"", ""V14-R2-PR39-W2-086""]",4,"[""identification"", ""principle"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 4 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P003-001""]",1,True,,UNIT,[],False,NOT_REQUIRED
PR39-P027-P003-S002,Profetas y Reyes,39,"PR39, p. 27, párrafo 3",27,"Desde la comparativa sencillez de su hogar judío, estos jóvenes del linaje real fueron llevados a la más magnífica de las ciudades, y a la corte del mayor monarca del mundo.","Anterior: Entre los que mantenían su fidelidad a Dios, se contaban Daniel y sus tres compañeros, ilustres ejemplos de lo que pueden llegar a ser los hombres que se unen con el Dios de sabiduría y poder. Posterior: Nabucodonosor ordenó “a Aspenaz, príncipe de sus eunucos, que trajese de los hijos de Israel, del linaje real de los príncipes, muchachos en quienes no hubiese tacha alguna, y de buen parecer, y enseñados en toda sabiduría, y sabios en ciencia, y de buen entendimiento, e idóneos para estar en el palacio del rey...","[""Desde la comparativa sencillez de su hogar judío, estos jóvenes del linaje real fueron llevados a la más magnífica de las ciudades, y a la corte del mayor monarca del mundo.""]",1,"[{""atomic_fact_id"": ""PR39-P027-P003-S002-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0010"", ""PR39-V11-WAVE-010"", ""V14-R2-PR39-C19-010"", ""V14-R2-PR39-W2-087""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P003-S002"", ""semantic_coverage_verified"": false, ""text"": ""Desde la comparativa sencillez de su hogar judío, estos jóvenes del linaje real fueron llevados a la más magnífica de las ciudades, y a la corte del mayor monarca del mundo.""}]","[""PR39-AUTH-0010"", ""PR39-V11-WAVE-010"", ""V14-R2-PR39-C19-010"", ""V14-R2-PR39-W2-087""]",4,"[""comparison"", ""narrative_order"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 4 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P003-002""]",1,True,,UNIT,[],False,NOT_REQUIRED
PR39-P027-P003-S003,Profetas y Reyes,39,"PR39, p. 27, párrafo 3",27,"Nabucodonosor ordenó “a Aspenaz, príncipe de sus eunucos, que trajese de los hijos de Israel, del linaje real de los príncipes, muchachos en quienes no hubiese tacha alguna, y de buen parecer, y enseñados en toda sabiduría, y sabios en ciencia, y de buen entendimiento, e idóneos para estar en el palacio del rey...","Anterior: Desde la comparativa sencillez de su hogar judío, estos jóvenes del linaje real fueron llevados a la más magnífica de las ciudades, y a la corte del mayor monarca del mundo. Posterior: “Y fueron entre ellos, de los hijos de Judá, Daniel, Ananías, Misael y Azarías.","[""Nabucodonosor ordenó “a Aspenaz, príncipe de sus eunucos, que trajese de los hijos de Israel, del linaje real de los príncipes, muchachos en quienes no hubiese tacha alguna, y de buen parecer, y enseñados en toda sabiduría, y sabios en ciencia, y de buen entendimiento, e idóneos para estar en el palacio del rey...""]",1,"[{""atomic_fact_id"": ""PR39-P027-P003-S003-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""PR39-AUTH-0011"", ""PR39-V11-WAVE-011"", ""PR39-V11-WAVE-012"", ""PR39-V11-WAVE-052"", ""PR39-V11-WAVE-068"", ""V14-R2-PR39-W2-088"", ""V14-R2-PR39-W2-089"", ""V14-R2-PR39-W2-090"", ""V14-R2-PR39-W2-091"", ""V14-R2-PR39-W2-092""], ""is_atomic"": true, ""parent_source_unit_id"": ""PR39-P027-P003-S003"", ""semantic_coverage_verified"": false, ""text"": ""Nabucodonosor ordenó “a Aspenaz, príncipe de sus eunucos, que trajese de los hijos de Israel, del linaje real de los príncipes, muchachos en quienes no hubiese tacha alguna, y de buen parecer, y enseñados en toda sabiduría, y sabios en ciencia, y de buen entendimiento, e idóneos para estar en el palacio del rey...""}]","[""PR39-AUTH-0011"", ""PR39-V11-WAVE-011"", ""PR39-V11-WAVE-012"", ""PR39-V11-WAVE-052"", ""PR39-V11-WAVE-068"", ""V14-R2-PR39-W2-088"", ""V14-R2-PR39-W2-089"", ""V14-R2-PR39-W2-090"", ""V14-R2-PR39-W2-091"", ""V14-R2-PR39-W2-092""]",10,"[""cause_consequence"", ""detail"", ""factual_recall"", ""identification"", ""relationship"", ""speaker_addressee""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 10 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-PR39-P003-003""]",1,True,,UNIT,[],False,NOT_REQUIRED
